,Control 001,Control 002,Control 003,Control 004,Control 005,Control 006,Control 007,Control 008,Control 009,Control 010,Control 011,Control 012,Control 013,Control 014,Control 015,Control 016,Control 017,Control 018,Control 019,Control 020,Control 021,Control 022,Control 023,Control 024,Control 025,Control 026,Control 027,Control 028,Control 029,Control 030,Control 031,Control 032,Control 033,Control 034,Control 035,Control 036,Control 037,Control 038,Control 039,Control 040,Control 041,Control 042,Control 043,Control 044,Control 045,Control 046,Control 047,Control 048,Control 049,Control 050,Control 051,Control 052,Control 053,Control 054,Control 055,Control 056,Control 057,Control 058,Control 059,Control 060,Control 061,Control 062,Control 063,Control 064,Control 065,Control 066,Control 067,Control 068,Control 069,Control 070,Control 071,MS 072,MS 073,MS 074,MS 075,MS 076,MS 077,MS 078,MS 079,MS 080,MS 081,MS 082,MS 083,MS 084,MS 085,MS 086,MS 087,MS 088,MS 089,MS 090,MS 091,MS 092,MS 093,MS 094,MS 095,MS 096,MS 097,MS 098,MS 099,MS 100,MS 101,MS 102,MS 103,MS 104,MS 105,MS 106,MS 107,MS 108,MS 109,MS 110,MS 111,MS 112,MS 113,MS 114,MS 115,MS 116,MS 117,MS 118,MS 119,MS 120,MS 121,MS 122,MS 123,MS 124,MS 125,MS 126,MS 127,MS 128,MS 129,MS 130,MS 131,MS 132,MS 133,MS 134,MS 135,MS 136,MS 137,MS 138,MS 139,MS 140,MS 141,MS 142
(+)-5-chloromuconolactone,-0.0134270101483216,-0.0489585799720454,-0.0219189379941474,-0.0267989750452904,-0.0524508273493598,-0.0144468495632748,-0.0347270271160752,-0.0002243787513322,-0.0441904111926292,-0.0237662436981216,-0.0079293418482096,-0.076304660997258,-0.0111957192838032,-0.024270003792188,-0.003511068567991,-0.0241600604001508,-0.0370251642891488,-0.0007789678675754,-0.0058823529411764,-0.0129346149282068,-0.024145711693689,-0.0271493212669682,-0.0005019736691992,-0.0527982542512706,-0.0221176077328058,-0.033913224767773,-0.0087887740029542,-0.0125451775740016,-0.0046806384601224,-0.0002802428771602,-0.003106502665715,-0.007916152116779,-0.0207056174152382,-0.000298166277394,-0.0003219805380652,-0.0032510885341074,-0.0371764040175412,-0.0708503713594258,-0.023828684711563,-0.029110616471499,-0.0372448276540876,-0.0852955776660262,-0.144065401256713,-0.041072019411051,-0.078528971149664,-0.0036487195274908,-0.021211202978226,-0.0641785399066952,-0.0418027963229772,-0.041266506602641,-0.0254047531860994,-0.095489344092696,-0.018406818475808,-0.0061527382862346,-0.0010375536789924,-0.0031539494047836,-0.013650981164271,-0.003289774284931,-0.0119241697331034,-0.0255004462578094,-0.0005098572399728,-0.0089383255536796,-0.024629213483146,-0.038685199447945,-0.0219292158223454,-0.054884529906271,-0.0395413847587408,-0.0081470166180622,-0.0342051742893628,-0.0268956157431992,-0.0099183880666952,-0.0103151052705948,-0.0188750471876178,-0.014099400775467,-0.0172931256252678,-0.0581073392755546,-0.000821933893031,-0.0196597999829044,-0.0102863133066892,-0.0002095162270316,-0.0127403750447902,-0.0002835270768358,-0.0868977176669482,-0.0003077514906712,-0.0109768688753236,-0.0109466778549088,-0.0203493301678818,-0.0029727232555336,-0.0006137793463248,-0.0373994767948842,-0.0003521126760562,-0.0513203702131272,-0.000728237405394,-0.014527212395161,-0.0479781485659996,-0.0058073133432702,-0.0378130005901694,-0.0213608424500556,-0.0003727096658258,-0.0112823157759008,-0.0004188832572362,-0.008551862368465,-0.0226083850059964,-0.007758620689655,-0.0003083861765896,-0.034192046632631,-0.0258982774159538,-0.0096909109456288,-0.015615570307785,-0.0090948672052634,-0.0003485292067474,-0.0132428128404994,-0.0004022425019482,-0.0554270031749446,-0.0208616010854816,-0.031529455148889,-0.0125322659084956,-0.0018694765465668,-0.0061106830680942,-0.0447271773347324,-0.001348572199184,-0.1249518145272316,-0.0007701463278022,-0.0062674461473638,-0.044725247318979,-0.064305525922765,-0.0851826944631248,-0.0011488545530662,-0.0182735264447326,-0.0450726552179656,-0.0182300298309578,-0.00012337682366367475,-0.0098758168561282,-0.0050856330865304,-0.0201066752868918,-0.0770831887878998,-0.0023557993153458,-0.0093031524057832,-0.0221124788088744,-0.045823754789272,-0.001882213086334,-0.000327052709995
(-)-beta-caryophyllene,0.0004683840749414,4.582706393639204e-05,4.758090736790352e-05,9.792560917889377e-05,0.0003746487667811,2.0747031445583984e-05,4.612698098909427e-05,0.0001682840634991,0.0005118580447022,0.000164716540482,7.387585572866216e-05,0.0003252939262976,0.0001440625643136,0.0003792188092529,2.2700874362010843e-05,0.0003775009437523,0.0004808462894694,0.0003894839337877,0.0002425712553062,0.0003559985760056,0.0001395705878247,0.0002742355683532,0.0001369019097816,0.0001596721398727,0.000167135574807,0.0001389886260974,0.0002215657311669,8.960841124286864e-05,0.0001577743301164,0.0002802428771602,0.0005037571890348,0.0001899876508026,0.0001876642061804,0.000298166277394,0.0036133371493989,0.0001741654571843,0.0001697552694864,0.0001251773345572,0.0001177694466798,0.0001161327784767,0.0001181125612708,0.0001294973345131,0.0002174243906681,0.0001323480754384,0.0001449765621224,0.0001368269822809,0.0002597290160599,0.0002521750094565,0.0001826335761683,0.0007277911164465,0.0016868467970921,0.0003620939375129,2.874568215899237e-05,4.2359643967192456e-05,4.323140329135085e-05,4.400859634581953e-05,0.0003937783028155,0.0012336653568491,0.0002794727281196,0.0003825066938671,0.000679809653297,0.0003476015493097,0.0005393258426966,3.101432344837924e-05,0.0004163775156141,0.0002254646181595,0.0002430822833529,0.0003703189371846,2.8378186633874095e-05,3.540449637103912e-05,0.0002342926314967,3.853713052526109e-05,4.194454930581771e-05,0.00026436376454,0.0004287551807917,0.0002655035084392,0.0003522573827276,0.0005128643473801,0.0001965537574526,0.000125709736219,0.0001194410160449,0.0003071543332388,0.0001127078050154,0.0001154068090017,0.0001086818700527,0.0001144252040582,0.000508733254197,0.0002410316153135,0.0017646156206843,0.0001453347543842,9.603072983354676e-05,0.0001188757748153,0.0002080678301126,0.0002090246387792,0.0001781366902202,0.0002322925337308,0.0001264648849169,2.995910582055492e-05,3.993317848134123e-05,0.0002901166913803,0.0015917563774975,3.340571237681643e-05,0.0001531041873995,0.0003694581280788,0.0289690264633887,0.0001369246718698,5.101433502814293e-05,0.000306028766704,0.0005280627640313,0.0003386386725364,0.0002091175240485,0.0006705221691392,6.285039092943158e-05,0.0003228757466501,0.0005088195386702,0.0002765741679727,0.0001122292469417,0.0005948334466349,0.0001594091235155,0.000721406086044,0.0002022858298776,0.0003304146704113,0.0002100399075824,0.0002633380734186,0.0001662648599218,0.0001280136547898,0.0003362474781439,5.841633320676461e-05,0.0001729355814958,0.0001585204755614,0.0001657275439177,0.0001130954216917,0.0001260742577378,7.478872186074337e-05,9.697753353806368e-05,0.0002081454242697,0.0002208561858136,0.0001777672434226,7.370826269624824e-05,0.0001532567049808,0.0001981276932983,0.000127187164998
(-)-beta-elemene,0.0004683840749414,4.582706393639204e-05,4.758090736790352e-05,9.792560917889377e-05,0.0003746487667811,2.0747031445583984e-05,4.612698098909427e-05,0.0001682840634991,0.0005118580447022,0.000164716540482,7.387585572866216e-05,0.0003252939262976,0.0001440625643136,0.0003792188092529,2.2700874362010843e-05,0.0003775009437523,0.0004808462894694,0.0003894839337877,0.0002425712553062,0.0003559985760056,0.0001395705878247,0.0002742355683532,0.0001369019097816,0.0001596721398727,0.000167135574807,0.0001389886260974,0.0002215657311669,8.960841124286864e-05,0.0001577743301164,0.0002802428771602,0.0005037571890348,0.0001899876508026,0.0001876642061804,0.000298166277394,0.0036133371493989,0.0001741654571843,0.0001697552694864,0.0001251773345572,0.0001177694466798,0.0001161327784767,0.0001181125612708,0.0001294973345131,0.0002174243906681,0.0001323480754384,0.0001449765621224,0.0001368269822809,0.0002597290160599,0.0002521750094565,0.0001826335761683,0.0007277911164465,0.0016868467970921,0.0003620939375129,2.874568215899237e-05,4.2359643967192456e-05,4.323140329135085e-05,4.400859634581953e-05,0.0003937783028155,0.0012336653568491,0.0002794727281196,0.0003825066938671,0.000679809653297,0.0003476015493097,0.0005393258426966,3.101432344837924e-05,0.0004163775156141,0.0002254646181595,0.0002430822833529,0.0003703189371846,2.8378186633874095e-05,3.540449637103912e-05,0.0002342926314967,3.853713052526109e-05,4.194454930581771e-05,0.00026436376454,0.0004287551807917,0.0002655035084392,0.0003522573827276,0.0005128643473801,0.0001965537574526,0.000125709736219,0.0001194410160449,0.0003071543332388,0.0001127078050154,0.0001154068090017,0.0001086818700527,0.0001144252040582,0.000508733254197,0.0002410316153135,0.0017646156206843,0.0001453347543842,9.603072983354676e-05,0.0001188757748153,0.0002080678301126,0.0002090246387792,0.0001781366902202,0.0002322925337308,0.0001264648849169,2.995910582055492e-05,3.993317848134123e-05,0.0002901166913803,0.0015917563774975,3.340571237681643e-05,0.0001531041873995,0.0003694581280788,0.0289690264633887,0.0001369246718698,5.101433502814293e-05,0.000306028766704,0.0005280627640313,0.0003386386725364,0.0002091175240485,0.0006705221691392,6.285039092943158e-05,0.0003228757466501,0.0005088195386702,0.0002765741679727,0.0001122292469417,0.0005948334466349,0.0001594091235155,0.000721406086044,0.0002022858298776,0.0003304146704113,0.0002100399075824,0.0002633380734186,0.0001662648599218,0.0001280136547898,0.0003362474781439,5.841633320676461e-05,0.0001729355814958,0.0001585204755614,0.0001657275439177,0.0001130954216917,0.0001260742577378,7.478872186074337e-05,9.697753353806368e-05,0.0002081454242697,0.0002208561858136,0.0001777672434226,7.370826269624824e-05,0.0001532567049808,0.0001981276932983,0.000127187164998
"(1,4-alpha-D-galacturonosyl)(n)",0.0010928961748633,0.00010692981585158142,0.00011102211719177489,0.00016320934863142344,0.0008741804558225,4.840974003969595e-05,9.884353069091629e-05,0.0005609468783305,0.0011943354376385,0.0002117784091911319,0.00013954328304298738,0.0006970584134949999,0.0003498662276187827,0.0008848438882566999,5.296870684469199e-05,0.0008808355354220001,0.0011219746754287,0.0009087958455045999,0.00048514251061244234,0.0008306633440132,0.0003721882341993616,0.0006398829928241,0.00043352271430839996,0.0003725683263697973,0.00038998300788314883,0.0003243067942273155,0.000516986706056,0.00020908629289993432,0.00036814010360504504,0.0006539000467071,0.0008395953150581,0.00044330451853954897,0.0004378831477542039,0.0006957213139193,0.003684888380080038,0.0005224963715529,0.0003960956288017451,0.0002920804473002447,0.0003140518578129553,0.000387109261589,0.0003937085375695,0.0003884920035395,0.0004783336594698,0.00030881217602290155,0.00033827864495232843,0.00031926295865535286,0.0006060343708064,0.0005043500189131111,0.00034497453276238256,0.0007878151260503405,0.0017348709051943504,0.0007759155803847,6.707325837098219e-05,8.471928793438491e-05,0.0001008732743464853,0.00010268672480691223,0.0009188160399028,0.001416430594900796,0.000652103032279,0.0008925156190232,0.0013596193065941,0.0007448604628066,0.0012584269662921001,7.236675471288488e-05,0.0009715475364329,0.0004831384674847563,0.00056719199449,0.0007406378743692,6.62157688123729e-05,8.261049153242462e-05,0.0005466828068256,8.99199712256092e-05,9.787061504690799e-05,0.0006168487839266,0.0010004287551807,0.0006447942347808,0.0008219338930311,0.0011966834772202,0.00045862543405613163,0.0003980808313603134,0.0002786957041047549,0.0007796994612984,0.00026298487836944864,0.00026928255433736554,0.00025359103012295535,0.0002669921428026403,0.001187044259793,0.0005624071023981,0.0026085622218811,0.00033911442689653256,0.00033610755441734676,0.00028869831026568174,0.0005201695752814,0.0005225615969481,0.00041565227718064787,0.00038715422288460293,0.00029508473147287737,6.990458024796148e-05,9.317741645646287e-05,0.0005479981948294369,0.0020106396347337,7.158366937889236e-05,0.0003572431039321627,0.0008620689655172,0.02920031609583091,0.0002934100111495161,0.00011903344839900014,0.0007140671223094,0.0009052504526251,0.0007256542982922,0.0004879408894464,0.0013410443382784,0.00011313070367297684,0.0007533767421836,0.0011872455902306,0.0006453397252696,0.0002618682428640765,0.0012746430999320002,0.00037195462153615124,0.0017051416579222,0.0004720002697144,0.0005506911173522415,0.0004900931176923,0.00047400853215349645,0.0003879513398176278,0.0002986985278429221,0.0007845774490024,0.0001363047774823823,0.0004035163568237464,0.0003698811096433134,0.0003866976024747996,0.0001953466374674187,0.00029417326805480383,0.0001745070176749717,0.00022628091158873184,0.0004856726566293,0.0005153311002318,0.00041479023465270596,0.00017198594629122413,0.00035759897828862143,0.000396255386596574,0.0002725439249958824
"(1,4-alpha-D-galacturonosyl)(n+1)",-0.0010928961748633,-0.00010692981585158142,-0.00011102211719177489,-0.00016320934863142344,-0.0008741804558225,-4.840974003969595e-05,-9.884353069091629e-05,-0.0005609468783305,-0.0011943354376385,-0.0002117784091911319,-0.00013954328304298738,-0.0006970584134949999,-0.0003498662276187827,-0.0008848438882566999,-5.296870684469199e-05,-0.0008808355354220001,-0.0011219746754287,-0.0009087958455045999,-0.00048514251061244234,-0.0008306633440132,-0.0003721882341993616,-0.0006398829928241,-0.00043352271430839996,-0.0003725683263697973,-0.00038998300788314883,-0.0003243067942273155,-0.000516986706056,-0.00020908629289993432,-0.00036814010360504504,-0.0006539000467071,-0.0008395953150581,-0.00044330451853954897,-0.0004378831477542039,-0.0006957213139193,-0.003684888380080038,-0.0005224963715529,-0.0003960956288017451,-0.0002920804473002447,-0.0003140518578129553,-0.000387109261589,-0.0003937085375695,-0.0003884920035395,-0.0004783336594698,-0.00030881217602290155,-0.00033827864495232843,-0.00031926295865535286,-0.0006060343708064,-0.0005043500189131111,-0.00034497453276238256,-0.0007878151260503405,-0.0017348709051943504,-0.0007759155803847,-6.707325837098219e-05,-8.471928793438491e-05,-0.0001008732743464853,-0.00010268672480691223,-0.0009188160399028,-0.001416430594900796,-0.000652103032279,-0.0008925156190232,-0.0013596193065941,-0.0007448604628066,-0.0012584269662921001,-7.236675471288488e-05,-0.0009715475364329,-0.0004831384674847563,-0.00056719199449,-0.0007406378743692,-6.62157688123729e-05,-8.261049153242462e-05,-0.0005466828068256,-8.99199712256092e-05,-9.787061504690799e-05,-0.0006168487839266,-0.0010004287551807,-0.0006447942347808,-0.0008219338930311,-0.0011966834772202,-0.00045862543405613163,-0.0003980808313603134,-0.0002786957041047549,-0.0007796994612984,-0.00026298487836944864,-0.00026928255433736554,-0.00025359103012295535,-0.0002669921428026403,-0.001187044259793,-0.0005624071023981,-0.0026085622218811,-0.00033911442689653256,-0.00033610755441734676,-0.00028869831026568174,-0.0005201695752814,-0.0005225615969481,-0.00041565227718064787,-0.00038715422288460293,-0.00029508473147287737,-6.990458024796148e-05,-9.317741645646287e-05,-0.0005479981948294369,-0.0020106396347337,-7.158366937889236e-05,-0.0003572431039321627,-0.0008620689655172,-0.02920031609583091,-0.0002934100111495161,-0.00011903344839900014,-0.0007140671223094,-0.0009052504526251,-0.0007256542982922,-0.0004879408894464,-0.0013410443382784,-0.00011313070367297684,-0.0007533767421836,-0.0011872455902306,-0.0006453397252696,-0.0002618682428640765,-0.0012746430999320002,-0.00037195462153615124,-0.0017051416579222,-0.0004720002697144,-0.0005506911173522415,-0.0004900931176923,-0.00047400853215349645,-0.0003879513398176278,-0.0002986985278429221,-0.0007845774490024,-0.0001363047774823823,-0.0004035163568237464,-0.0003698811096433134,-0.0003866976024747996,-0.0001953466374674187,-0.00029417326805480383,-0.0001745070176749717,-0.00022628091158873184,-0.0004856726566293,-0.0005153311002318,-0.00041479023465270596,-0.00017198594629122413,-0.00035759897828862143,-0.000396255386596574,-0.0002725439249958824
"(1,4-alpha-D-glucosyl)(n)",-0.0115534738485557,-0.025395831264750483,-0.012315524857058899,-0.0184181749930636,-0.033218857321261196,-0.007417063741796233,-0.01767981285624849,-0.0017108879789083,-0.042057669339703,-0.0168775626658195,-0.020258401326482,-0.0587387889771828,-0.1088289771557934,-0.0626975097964859,-0.009114401056347258,-0.0247263118157794,-0.0218785061708606,-0.0043492372606295,-0.0153123104912067,-0.0157826035362524,-0.014445555839865901,-0.0201563142739613,-0.0096287676546421,-0.029619181946403297,-0.026853115685673598,-0.0209641177696958,-0.1258124076809454,-0.18192000955823032,-0.0126482421310052,-0.07122839794488539,-0.014399059653247,-0.0058262879579493,-0.0199236832228199,-0.004074939124385,-0.0086666428162563,-0.0040058055152394,-0.0211062385061535,-0.037323708587165,-0.013700512297092899,-0.0342591696506338,-0.021102777613732502,-0.0443528370707702,-0.09797143043506619,-0.0227418109628321,-0.0413908084859613,-0.005997582723312999,-0.0529414311068784,-0.049142604967847704,-0.033056677286470805,-0.0378226290516206,-0.0251586296320752,-0.0669873784398924,-0.01739113770619028,-0.048650051096320486,-0.0011456321872207935,-0.005075658111884476,-0.010435125024611,-0.007813213926711,-0.007918393963389,-0.0200178503123804,-0.0071380013596192,-0.1419207468467572,-0.0222921348314605,-0.019678588227996622,-0.0147120055517001,-0.033658646568106396,-0.021958432929546502,-0.0064342915335832,-0.02512415456652316,-0.016604708798017353,-0.008903119996876,-0.007065140596297865,-0.014911287278218171,-0.023528375044060502,-0.0193654423324281,-0.0332258676275364,-0.0067515998356131,-0.1064193520813744,-0.0152329162025813,-0.0015085168346288,-0.0088386351873233,-0.035039221245628895,-0.0445383676152906,-0.0019426812848623999,-0.1540022098646912,-0.0107178274467922,-0.015431575377310401,-0.0067488852287791,-0.0063679607181217,-0.020346865613796998,-0.0010563380281689,-0.0359174662477709,-0.0016125256833727,-0.0228098137067907,-0.0376165310848524,-0.0039876884957122,-0.035051850602815904,-0.010955046361716136,-0.0022296024652081726,-0.0082522081103732,-0.005529258995517801,-0.21474623589205183,-0.0275332363673479,-0.0086206896551723,-0.0764412235221555,-0.018171860023864,-0.0275052289693403,-0.0083137814954605,-0.0206321665660832,-0.0165449180010642,-0.07176216366931541,-0.040650406504065,-0.0013638534831686,-0.0303503201851153,-0.015010176390773301,-0.0180234166128883,-0.0303393064232537,-0.10018694765465659,-0.0053667738250218,-0.059089716684155205,-0.0021914298236741002,-0.06418304972740771,-0.0025204788909892,-0.0052404276610312,-0.0542300551445117,-0.0330488585449114,-0.06954718672943269,-0.0070489042069495,-0.011096699812653,-0.036274768824306296,-0.0422605236990388,-0.00302273217976,-0.2885839759618415,-0.0044374641637373,-0.0125101018264101,-0.0847845694858807,-0.0031656053299958997,-0.0570040293908507,-0.0152576103781233,-0.0250063856960408,-0.0625092872356233,-0.0437705543543434
"(1,4-alpha-D-glucosyl)(n+1)",0.0115534738485557,0.025395831264750483,0.012315524857058899,0.0184181749930636,0.033218857321261196,0.007417063741796233,0.01767981285624849,0.0017108879789083,0.042057669339703,0.0168775626658195,0.020258401326482,0.0587387889771828,0.1088289771557934,0.0626975097964859,0.009114401056347258,0.0247263118157794,0.0218785061708606,0.0043492372606295,0.0153123104912067,0.0157826035362524,0.014445555839865901,0.0201563142739613,0.0096287676546421,0.029619181946403297,0.026853115685673598,0.0209641177696958,0.1258124076809454,0.18192000955823032,0.0126482421310052,0.07122839794488539,0.014399059653247,0.0058262879579493,0.0199236832228199,0.004074939124385,0.0086666428162563,0.0040058055152394,0.0211062385061535,0.037323708587165,0.013700512297092899,0.0342591696506338,0.021102777613732502,0.0443528370707702,0.09797143043506619,0.0227418109628321,0.0413908084859613,0.005997582723312999,0.0529414311068784,0.049142604967847704,0.033056677286470805,0.0378226290516206,0.0251586296320752,0.0669873784398924,0.01739113770619028,0.048650051096320486,0.0011456321872207935,0.005075658111884476,0.010435125024611,0.007813213926711,0.007918393963389,0.0200178503123804,0.0071380013596192,0.1419207468467572,0.0222921348314605,0.019678588227996622,0.0147120055517001,0.033658646568106396,0.021958432929546502,0.0064342915335832,0.02512415456652316,0.016604708798017353,0.008903119996876,0.007065140596297865,0.014911287278218171,0.023528375044060502,0.0193654423324281,0.0332258676275364,0.0067515998356131,0.1064193520813744,0.0152329162025813,0.0015085168346288,0.0088386351873233,0.035039221245628895,0.0445383676152906,0.0019426812848623999,0.1540022098646912,0.0107178274467922,0.015431575377310401,0.0067488852287791,0.0063679607181217,0.020346865613796998,0.0010563380281689,0.0359174662477709,0.0016125256833727,0.0228098137067907,0.0376165310848524,0.0039876884957122,0.035051850602815904,0.010955046361716136,0.0022296024652081726,0.0082522081103732,0.005529258995517801,0.21474623589205183,0.0275332363673479,0.0086206896551723,0.0764412235221555,0.018171860023864,0.0275052289693403,0.0083137814954605,0.0206321665660832,0.0165449180010642,0.07176216366931541,0.040650406504065,0.0013638534831686,0.0303503201851153,0.015010176390773301,0.0180234166128883,0.0303393064232537,0.10018694765465659,0.0053667738250218,0.059089716684155205,0.0021914298236741002,0.06418304972740771,0.0025204788909892,0.0052404276610312,0.0542300551445117,0.0330488585449114,0.06954718672943269,0.0070489042069495,0.011096699812653,0.036274768824306296,0.0422605236990388,0.00302273217976,0.2885839759618415,0.0044374641637373,0.0125101018264101,0.0847845694858807,0.0031656053299958997,0.0570040293908507,0.0152576103781233,0.0250063856960408,0.0625092872356233,0.0437705543543434
(1->4)-alpha-D-glucan,-0.0115534738485557,-0.025395831264750483,-0.012315524857058899,-0.0184181749930636,-0.033218857321261196,-0.007417063741796233,-0.01767981285624849,-0.0017108879789083,-0.042057669339703,-0.0168775626658195,-0.020258401326482,-0.0587387889771828,-0.1088289771557934,-0.0626975097964859,-0.009114401056347258,-0.0247263118157794,-0.0218785061708606,-0.0043492372606295,-0.0153123104912067,-0.0157826035362524,-0.014445555839865901,-0.0201563142739613,-0.0096287676546421,-0.029619181946403297,-0.026853115685673598,-0.0209641177696958,-0.1258124076809454,-0.18192000955823032,-0.0126482421310052,-0.07122839794488539,-0.014399059653247,-0.0058262879579493,-0.0199236832228199,-0.004074939124385,-0.0086666428162563,-0.0040058055152394,-0.0211062385061535,-0.037323708587165,-0.013700512297092899,-0.0342591696506338,-0.021102777613732502,-0.0443528370707702,-0.09797143043506619,-0.0227418109628321,-0.0413908084859613,-0.005997582723312999,-0.0529414311068784,-0.049142604967847704,-0.033056677286470805,-0.0378226290516206,-0.0251586296320752,-0.0669873784398924,-0.01739113770619028,-0.048650051096320486,-0.0011456321872207935,-0.005075658111884476,-0.010435125024611,-0.007813213926711,-0.007918393963389,-0.0200178503123804,-0.0071380013596192,-0.1419207468467572,-0.0222921348314605,-0.019678588227996622,-0.0147120055517001,-0.033658646568106396,-0.021958432929546502,-0.0064342915335832,-0.02512415456652316,-0.016604708798017353,-0.008903119996876,-0.007065140596297865,-0.014911287278218171,-0.023528375044060502,-0.0193654423324281,-0.0332258676275364,-0.0067515998356131,-0.1064193520813744,-0.0152329162025813,-0.0015085168346288,-0.0088386351873233,-0.035039221245628895,-0.0445383676152906,-0.0019426812848623999,-0.1540022098646912,-0.0107178274467922,-0.015431575377310401,-0.0067488852287791,-0.0063679607181217,-0.020346865613796998,-0.0010563380281689,-0.0359174662477709,-0.0016125256833727,-0.0228098137067907,-0.0376165310848524,-0.0039876884957122,-0.035051850602815904,-0.010955046361716136,-0.0022296024652081726,-0.0082522081103732,-0.005529258995517801,-0.21474623589205183,-0.0275332363673479,-0.0086206896551723,-0.0764412235221555,-0.018171860023864,-0.0275052289693403,-0.0083137814954605,-0.0206321665660832,-0.0165449180010642,-0.07176216366931541,-0.040650406504065,-0.0013638534831686,-0.0303503201851153,-0.015010176390773301,-0.0180234166128883,-0.0303393064232537,-0.10018694765465659,-0.0053667738250218,-0.059089716684155205,-0.0021914298236741002,-0.06418304972740771,-0.0025204788909892,-0.0052404276610312,-0.0542300551445117,-0.0330488585449114,-0.06954718672943269,-0.0070489042069495,-0.011096699812653,-0.036274768824306296,-0.0422605236990388,-0.00302273217976,-0.2885839759618415,-0.0044374641637373,-0.0125101018264101,-0.0847845694858807,-0.0031656053299958997,-0.0570040293908507,-0.0152576103781233,-0.0250063856960408,-0.0625092872356233,-0.0437705543543434
(1->4)-beta-D-xylan,-0.0031225604996096,-0.0005804761431942,-0.0008168055764822,-0.002643991447830121,-0.0029347486731188,-0.00021092815303002397,-0.0018055418272873002,-0.0012340831323273001,-0.0035830063129157997,-0.0009471201077716639,-0.0011491799780013,-0.0042288210418699,-0.0954105783082939,-0.049424851472632994,-0.0052703863310467,-0.0062287655719138,-0.0024042314473472,-0.0048685491723465,-0.0073681018799271,-0.0033819864720539996,-0.0024657470515712,-0.0032908268202385,-0.0081684806169712,-0.0019160656784734,-0.0014763642441292001,-0.0037526929046306,-0.0020679468242244,-0.0016428208727858,-0.0019984748481421,-0.0028491359177953,-0.0066328029889592,-0.0023748456350336,-0.0036907293882146,-0.0035283009491625,-0.0051159129937034,-0.0015384615384615,-0.0022068185033241997,-0.0018567971292662998,-0.0016487722535182,-0.0008709958385754,-0.0023425657985391996,-0.0019856257958689,-0.0011306068314743,-0.0020513951692951,-0.0007248828106122,-0.0009805933730131,-0.0029003073460022,-0.0011032656663724,-0.0026786257838023,-0.0011104441776709812,-0.0021190637700125173,-0.0029484792054624,-0.0043453889530342005,-0.0072382041628939,-0.0015275095829608999,-0.0013202578903745755,-0.0027564481197085,-0.0027186329160193,-0.0013973636405979,-0.0047813336733391,-0.009432358939496899,-0.0024332108451682,-0.0035056179775279,-0.0003670028274724217,-0.0029840388619013,-0.010274744741842999,-0.0014990074140095,-0.0016664352173308,-0.0013526935628812606,-0.0019826517967781124,-0.0014448045608964999,-0.0022094621501149,-0.0008668540189868,-0.015949947127247,-0.0036444190367299,-0.002199886212782,-0.0044032172840955,-0.0111120608599024,-0.0339710410797352,-0.0011523392486747,-0.0023091929768681,-0.0020555713070597,-0.0007326007326006,-0.0012694748990189,-0.013983733946782,-0.0018689449996185,-0.0025436662709852,-0.0042582252038725005,-0.0039128433328218,-0.0016471272163548999,-0.035243277848911646,-0.0051626050776937,-0.0014564748107882,-0.0022731429467247,-0.0010985095896916999,-0.0009291701349232,-0.012140628952027499,-0.00020472055644038073,-0.0014242833658343998,-0.0024821094706981997,-0.0034767310350604,-0.003259443079052195,-0.0009441424889637,-0.004371921182265899,-0.043039145770290804,-0.0012714433816481,-0.0008927508629924001,-0.0025502397225338,-0.0020368135184067,-0.0036282714914614,-0.0032064687020772003,-0.0038555024725504,-0.0014392739522839,-0.0018834418554592,-0.0035617367706919,-0.001613349313174,-0.0037035651490778,-0.0033140720598232,-0.0016472276096601,-0.0037381951731374,-0.0047200026971443,-0.0016520733520567,-0.0050059511307148,-0.0016063622478537,-0.0013855404993487,-0.0006400682739492001,-0.0025778973324365,-0.0051893175998675,-0.0639285199596484,-0.0024306472919418,-0.00375649099547,-0.0076288002632038,-0.0023323737681494,-0.0016079575200059,-0.012865686116049699,-0.011794907375286101,-0.0020981337652297,-0.0012147428300544,-0.0005036731284242,-0.0015070242656448,-0.0016345534697111,-0.004360702799934399
