,Aut Control 01,Aut Control 02,Aut Control 03,Aut Control 04,Aut Control 05,Aut Control 06,Aut Control 07,Aut Control 08,Aut Control 09,Aut Control 10,Aut Control 11,Aut Control 12,Aut Control 13,Aut Control 14,Aut Control 15,Aut Control 16,Aut Control 17,Aut Control 18,Aut Control 19,Aut Control 20,Aut Control 21,Aut Control 45,Aut Control 46,Aut Control 47,Aut Control 48,Aut Control 49,Aut Control 50,Aut Control 51,Aut Control 52,Aut Control 53,Aut Control 54,Aut Control 55,Aut Control 56,Aut Control 57,Aut Control 58,Aut Control 59,Aut Control 60,Aut Control 61,Aut Control 62,Aut Control 63,Autism 22,Autism 23,Autism 24,Autism 25,Autism 26,Autism 27,Autism 28,Autism 29,Autism 30,Autism 31,Autism 32,Autism 33,Autism 34,Autism 35,Autism 36,Autism 37,Autism 38,Autism 39,Autism 40,Autism 41,Autism 42,Autism 43,Autism 44,Autism 64,Autism 65,Autism 66,Autism 67,Autism 68,Autism 69,Autism 70,Autism 71,Autism 72,Autism 73,Autism 74,Autism 75,Autism 76,Autism 77,Autism 78,Autism 79,Autism 80,Autism 81,Autism 82,Autism 83
D-glyceraldehyde 3-phosphate,0.01431013051351248,-0.0013441425051614994,0.029551438014256984,-0.0077430532120318,-0.013239215595762929,-0.01935378177111336,-6.431104190795806e-05,-0.00920807236245196,-0.001672672626130767,-0.020378115450401215,-0.017163150693694673,0.0034336875734978013,0.014906218319009682,0.002657839033607525,-0.001959220605252,-0.021809963430804068,-0.004393662321798602,-0.008077075016624781,0.003079900595187801,-0.0013482716343249926,-0.012838889850831325,0.025401303247832907,0.03624836270528367,0.00564862366376751,-0.002014113286675461,-0.04690097642042263,0.006465612964053999,0.009053042215598198,-0.06613097343546381,0.01546007704561951,-0.005373849247428833,0.00931946324835252,0.018659998883689043,0.037959531330247154,-0.0022928489218437976,-0.00027410235243937095,-0.0005331705469832646,-0.04061927246675889,0.02191352302619423,0.017474557526543533,-0.0010144266769872854,-0.006256807977343794,0.020231298575106076,-4.067121698570091e-06,0.00017161832403521826,0.025596289973661715,0.0007859920839230236,0.001651683587541956,0.0018185598863404583,0.0027351921870694233,-0.0536688332101812,0.020957979877099315,-0.0027087892765961397,-0.002526380330522572,-0.005139554892801832,-0.01838438169202824,0.0004535030853519309,-0.01755043879294127,0.0026483353565841996,-0.10277996842880488,-1.2169483538200963,0.023966185702936394,-0.0002664754934849139,0.005886469869833497,-0.32132492211107366,0.01413566420128302,-0.10200285717707662,0.008623283357448726,0.005277126190838463,0.018622141467437806,0.012251133019449509,-0.002098855028939769,0.02282572192725541,0.0115104503353653,0.02603747564177108,0.005970600693919973,0.01933220574970826,-0.008231040887348438,-0.0020041982742876408,0.035066213198514114,-0.0008340013540290795,-0.0013078470593771176,0.007415774093250997
D-glycerate,-0.11395676666721519,-0.0066940130674244,-0.15080123883531582,-0.0019017579039706002,-0.0127446179825586,-0.0025951774770356,-0.0159141460917204,-0.0045408578388638,-0.0230681755471668,-0.0054692748663718,-0.0028323218459622,-0.0137415493365068,-0.0703551067970758,-0.0123333660247222,-0.0007587700083476,-0.0003767259123546063,-0.007866479702660599,-0.0392523848861176,-0.0196627283724978,-1.6932642349146313e-06,-1.588144238435376e-06,-0.10612828868362681,-0.1450175776701388,-0.024917934790882,-0.017547806732976,-0.055683302403591595,-0.0310871743654942,-0.0473417612601024,-0.0006305841470086,-0.065425788485846,-4.2499251631105175e-05,-0.101947026412393,-0.0746473558367902,-0.164956606117961,-0.008136054488823201,-0.0002842637614958165,-8.544459679568381e-05,-0.0586324458414006,-0.0932427396567664,-0.0840682246723418,-1.4979769667910498e-06,-0.023165686590042,-0.1029261979677082,-5.477300718540383e-06,-0.0007019613421332,-0.11010436522849901,-0.0049004523692996,-0.0066162549352306,-0.0072863137345306,-0.0134725357086106,-0.00013365247285178415,-0.087141233527502,-8.70935638959611e-06,-0.0079890343699194,-0.00014963971702558986,-6.169706179270801e-06,-0.0062616640910498,-0.11000616239612859,-0.0404701169356696,-0.0929295123172826,-0.013084988408547198,-0.09589049249331641,-3.168907599249272e-06,-0.0319701118886618,-6.090716957395297e-06,-0.0625603277489286,-0.034063238284748,-0.06720976712628479,-0.040323158411756,-0.07452547484003699,-0.053316645063042595,-4.1649599486945844e-05,-0.0919871579441968,-0.069176625527493,-0.1099381883106548,-0.03528696088993,-0.0775069693811946,-9.359308375356079e-05,-8.855583835852934e-05,-0.1414627487336298,-0.020295291349987803,-0.0001252055905615719,-0.032178238714243204
D-kanosamine 6-phosphate,0.0,0.0,-0.0002187589772846,-0.0002920787518698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002830366717966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0991640220501738e-07,-2.3192265631276483e-07,0.0,0.0,0.0,0.0,-2.911825505591353e-07,-2.1528973671180545e-07,-7.99827588807629e-07,-3.518486730189153e-07,-2.1794069290064246e-07,-2.0087724826638326e-07,0.0,-2.6279981242890874e-07,-2.1337768293585346e-07,0.0,-2.3020907009117985e-07,-2.176437761337741e-07,0.0,0.0,0.0,0.0,0.0,-0.00055069255253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.020849527248619e-07,-1.0404540995206378e-06,0.0,0.0,-2.054476699892824e-07,-2.725539977799296e-07,0.0,-7.737324709142477e-05,-2.124569288742696e-07,-2.094859434524161e-07,0.0,-2.62519490094581e-07,-3.5231259584789385e-07,-2.0733129881760722e-07,-2.6500435962603764e-07,-4.015817926506424e-07,-3.059831050841416e-07,-2.55816617935915e-07,-6.122400103381014e-07,0.0
D-mannitol 1-phosphate,-0.0051641489295353,-0.0008026302192466,-0.0021843274776769,-0.0003763962294303,-0.0035356836252885,-0.0062660458656908,-0.0014072675821137,-0.0015786897801837,-0.003319351754179,-0.0008960057299154,-0.0022613303870776,-1.0469435505472221e-07,-0.0010477250047774,-0.0001779852515813,-0.0002374803852864,0.0,-0.0030725518130809,-0.0077692484302654,-0.0008966573105058,-0.0001794197115191,-0.0064191361703624,-0.0005068037080089,-2.0772831127992047e-07,-4.8866610643476034e-05,-0.0017131036922318,-0.001105047229422,-0.0006217615885241,-0.0013151229782173,-0.0006002665441696,-0.0003690421794756,-0.0024613061083889,-3.465729215102788e-07,-2.1655242212925285e-07,-0.000665628618867,-0.0013046142101363,-2.585842745775173e-07,-0.0002745618611637,-0.0003824742038301,-0.000566844768322,-0.00096913197698,-0.0001985767753656,-0.0050346121087936,-7.518906687404777e-07,-6.682388710405755e-07,-5.951086866666492e-07,-0.0002758193669241,-0.0001480641691657,-3.802784133881568e-07,-4.293638022264467e-07,-6.91073120829651e-07,-0.0051534176428691,-0.0003986770415233,-8.889361902455712e-07,-0.0001918448968785,-0.0001456818268229,-0.0091906222887723,-0.0004882993624099,-0.0075286231019767,-0.0037341067990046,-0.0617146460726923,-0.0003201202423084,-8.213447823990608e-07,-4.6722101388909654e-07,-0.000589557569807,-1.023583149281072e-06,-0.0003930642241299,-0.0007344868952007,-0.0023970486923343,-0.0020375787156502,0.0,-0.0002492936151418,-0.00102619075606,-1.6260243853067415e-05,-0.0022180395719179,-0.0003106269059142,-0.001409507404508,-7.055739258499551e-05,-0.0005300184005341,-0.0009825135675769,-0.0001421684529742,-0.0028159640043211,-0.0005487958345903,-0.000300805411847
D-mannonate,-0.0608239896834718,-0.0057235581139896,-0.077448145308773,-0.0011892249678218,-0.0157252227973404,-0.007526759251675,-0.008867869420854,-0.0094555702543024,-0.0122049204433162,-0.0218914109930222,-0.0145937279317592,-0.006871612455412,-0.0359486899465658,-0.0062356782118796,-0.0002848328341156,-0.022003479705441,-0.004337441123353,-0.0212154002119732,-0.0098736463392428,-0.0009904500412738,-1.8555659579117864e-06,-0.0531314419254532,-0.0725173666672688,-0.0125668703616842,-0.0115337336636184,-0.086315725767026,-0.01559889661303,-0.0236719117130048,-0.0654155669888258,-0.0328746681837846,-0.00012854819625088702,-0.0187295262424594,-0.0373240559179864,-0.0850570628449234,-0.0036707190076566,-0.00019599793100686,-8.537430127986454e-05,-0.0837851880089578,-0.047145192132653,-0.043575883001182,-1.749533199186707e-06,-0.013560902208057,-0.051665799724756,-5.941052299857388e-06,-0.0003532547447226,-0.0550535807060062,-0.0027354883493124,-0.003309525098406,-0.0036449309108282,-0.0073665587540164,-0.0432047024670824,-0.0435973631029138,-9.328555635375617e-06,-0.0040236576482432,-0.0049603617677296,-6.631466843461909e-06,-0.0032213048168042,-0.0849971163023124,-0.0202355973407106,-0.042796331071629,-1.2268234368365851,-0.0479490356529626,-0.0002675137857052,-0.0149773459891808,-0.3213225767447966,-0.0313834254060708,-0.1257974859280298,-0.036623395951845,-0.0206227808899194,-0.0372692587335512,-0.0270324056082754,-1.592158142843074e-05,-0.0461311384310684,-0.0347342609293406,-0.0549948609897184,-0.0177032982477796,-0.0388329599141366,-0.007077940946216,-9.246272014379735e-05,-0.0708528394001504,-0.0101566402861148,-0.0003727678004062,-0.0161209440602262
D-mannopyranose,-0.0355755910774861,-0.0035241959412405,-0.0407987856980505,-0.0007499928079208,-0.0113980290884761,-0.0099730554303358,-0.0058409566624383,-0.0063063605648758,-0.0094217021524294,-0.0118415720481678,-0.009557927839444,-0.003435910922061,-0.0189405122145376,-0.0032954906976944,-0.00023813581727,-0.0110017398527205,-0.0051465263281105,-0.0183766387996787,-0.0058331966668118,-0.0006745218917895,-0.0064198142274612,-0.0270725246707355,-0.0362587861037445,-0.0063321858301575,-0.0074046983990926,-0.0441912824705411,-0.0084212098950392,-0.0131510788347198,-0.03328843056216,-0.0168062686264997,-0.00252518029272,-0.0093649337698147,-0.0186621355410689,-0.0431438801806946,-0.003139871391538,-9.812614987179308e-05,-0.00029736801283,-0.042275068208309,-0.0241393257301135,-0.0227569646556831,-0.0001992167241727,-0.0118147444236646,-0.0258332029233469,-3.2407439281442275e-06,-0.0001768598209872,-0.0275269665217186,-0.0015155544998189,-0.0016549101147538,-0.0018226352865765,-0.0036835644170057,-0.0267556637279087,-0.0221968412746439,-5.031390116247488e-06,-0.0022034042879001,-0.0026256172942708,-0.0091935468196168,-0.0020988515750105,-0.0500267863185626,-0.0138519054693599,-0.0831125581146522,-0.6134118715743625,-0.0239748481483017,-0.0001339413474821,-0.0080780795219211,-0.1606617917284978,-0.0160846736858188,-0.0636332298592157,-0.0207086439444218,-0.012348832883611,-0.0186346293667756,-0.0137268097957339,-0.0010340453183098,-0.0230817247164155,-0.0195851700365882,-0.0278079261410284,-0.0102609803720999,-0.0194164799570683,-0.0040688563714623,-0.0010285441367525,-0.0355056366452623,-0.0078941562390695,-0.0006930533184124,-0.0083612774419601
D-mannopyranose 6-phosphate,0.0,0.0,0.0001093794886423,0.0001460393759349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001415183358983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0495820110250869e-07,1.1596132815638241e-07,0.0,0.0,0.0,0.0,1.4559127527956766e-07,1.0764486835590272e-07,3.999137944038145e-07,1.7592433650945766e-07,1.0897034645032123e-07,1.0043862413319163e-07,0.0,1.3139990621445437e-07,1.0668884146792673e-07,0.0,1.1510453504558993e-07,1.0882188806688705e-07,0.0,0.0,0.0,0.0,0.0,0.000275346276265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5104247636243096e-07,5.202270497603189e-07,0.0,0.0,1.027238349946412e-07,1.362769988899648e-07,0.0,3.868662354571239e-05,1.062284644371348e-07,1.0474297172620805e-07,0.0,1.312597450472905e-07,1.7615629792394692e-07,1.0366564940880361e-07,1.3250217981301882e-07,2.007908963253212e-07,1.529915525420708e-07,1.279083089679575e-07,3.061200051690507e-07,0.0
"D-myo-inositol (1,4,5)-trisphosphate",0.0284844528315455,0.0012800183212617,0.0376998709778056,0.0004312455772166,0.0031850146797773,0.0006998431669597,0.0039145485402316,0.0011344749172241,0.0057667620387253,0.0012057000455266,0.0005368860117644,0.0034349684405474,0.0176098362757172,0.0030825547068129,0.000237229545273,5.248106466503174e-06,0.0019663469109916,0.0090503574002407,0.0049152143547264,1.228403666365e-07,1.350136500631573e-07,0.0265245429151158,0.0362504969695177,0.0062295413563128,0.0044245877457182,0.0139476371865892,0.0077444387300912,0.0118354403150256,0.0001575501087473,0.0163519957841319,1.428635857308467e-06,0.0093439157201755,0.0186618927502354,0.0412357384932617,0.0022328727680059,4.514081762684118e-05,2.01145509164908e-05,0.0146511381037823,0.0233107410660546,0.0210103336084719,1.270087081420136e-07,0.0057903375928379,0.0257303135491483,2.3530992703833717e-07,0.0001747664667855,0.0275257171593043,0.001224897731451,0.0016536285632779,0.0018209902916801,0.0033667039593041,1.0514850162766777e-07,0.0217821970332442,3.142486342207212e-07,0.0019959755973255,3.707797598462057e-05,2.343405775965506e-07,0.0015203801398042,0.02750056195724,0.0101172597974795,0.0213963445645113,0.0033330683683256,0.0239713020495016,1.637004224455646e-07,0.0074745260816317,1.7743572891092008e-06,0.0156400006141538,0.008515809571187,0.0167978841092097,0.0100745983883423,0.0186286627809705,0.0133178484540512,3.674032783336604e-07,0.0229968410301891,0.0172876630601633,0.0274726785194102,0.0088218264901556,0.0194088113496484,4.643834509151631e-07,7.116658411250733e-07,0.0353694563213591,0.0050705710446623,1.1174717930648234e-06,0.0080290589029387
D-phenylalanyl-L-prolyl-L-valyl-L-ornithyl-L-leucyl-[NRPS-pcp],0.0,0.0,-0.0001093794886423,-0.0001460393759349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0001415183358983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0495820110250869e-07,-1.1596132815638241e-07,0.0,0.0,0.0,0.0,-1.4559127527956766e-07,-1.0764486835590272e-07,-3.999137944038145e-07,-1.7592433650945766e-07,-1.0897034645032123e-07,-1.0043862413319163e-07,0.0,-1.3139990621445437e-07,-1.0668884146792673e-07,0.0,-1.1510453504558993e-07,-1.0882188806688705e-07,0.0,0.0,0.0,0.0,0.0,-0.000275346276265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.5104247636243096e-07,-5.202270497603189e-07,0.0,0.0,-1.027238349946412e-07,-1.362769988899648e-07,0.0,-3.868662354571239e-05,-1.062284644371348e-07,-1.0474297172620805e-07,0.0,-1.312597450472905e-07,-1.7615629792394692e-07,-1.0366564940880361e-07,-1.3250217981301882e-07,-2.007908963253212e-07,-1.529915525420708e-07,-1.279083089679575e-07,-3.061200051690507e-07,0.0
D-proline betaine,0.0284840970881809,0.0011399070580192,0.0375903575217757,0.0002851027936977,0.0031848521854675,0.0005972661381497,0.0039144144388362,0.0011343605747649,0.0057666522153176,0.0012055608672678,0.0005367303914679,0.0034349684405474,0.0175672435971239,0.0030823605628614,0.0,5.248106466503174e-06,0.0019662094620441,0.0090501799097147,0.0049150543128271,0.0,0.0,0.0265245429151158,0.0362502892412064,0.0062293100778001,0.0043493156207698,0.0138760095441953,0.0077444387300912,0.0118354403150256,0.0001377901689793,0.0163517819170094,6.456589459158153e-07,0.009343569147254,0.0186616761978133,0.0412138748801401,0.0018348756146998,4.488223335226366e-05,1.2864219332730148e-07,0.0146511381037823,0.0233105136577936,0.0210101190381499,0.0,0.0057901463686104,0.0257300489527864,0.0,0.0001745584630448,0.027250207525121,0.0012247633471407,0.0016534958525056,0.0018208397922194,0.0033664597109571,0.0,0.0217818726029882,0.0,0.0019958096081879,3.694205945480591e-05,0.0,0.0015202799440027,0.0275003311892548,0.0101172597974795,0.0213961940480057,0.0030885952161675,0.023971013140846,0.0,0.007474227324348,7.507741398281288e-07,0.0156398973728072,0.008515809571187,0.0167976799083855,0.0100743303488394,0.0186286627809705,0.0132790394285384,1.587109281003633e-07,0.0229966331989376,0.0172876630601633,0.0274724202271166,0.0088214777985115,0.0193382539570634,2.044441171075902e-07,3.182239611544099e-07,0.0353453352198639,0.0050703198034548,5.194384113037304e-07,0.0080290589029387
D-ribofuranose,0.056965185673837564,0.001062343754329,0.0753990570456514,0.0009369379106985002,0.0063688254114716274,0.0013529510601637,0.0077265800503012,0.0022679647261188837,0.011532815496223587,0.002410460318978835,0.001072876826606823,0.0068696321177961605,0.035130682811782436,0.006164012570004991,0.0003783508347005001,1.0376398500346267e-05,0.004026625452840582,0.018099785466997392,0.00982965218463104,-4.0315688673759724e-07,-2.752227840125129e-07,0.053023300801672495,0.07249299350278109,0.012458967395441002,0.00862335911659114,0.027668277160362822,0.015468870618888138,0.0236708806300512,0.00024843198496715826,0.032694876449096216,-3.6088735008477744e-05,0.05095367421687551,0.03732367791839512,0.08190065050078064,0.0040673097004980995,4.255688300672319e-05,-1.919873831311907e-05,0.029293763963799305,0.04635993898602464,0.04201295066373222,-2.5982269028766893e-07,0.01157940312819706,0.051459026757611416,-9.743521069122226e-07,0.00034843908356213364,0.0550507242409553,0.0023071487664445,0.0033065782405305244,0.0036411448532508274,0.006731756785804114,-3.522021094479036e-07,0.04356156107679888,-1.5092823512463304e-06,0.00399065802051451,7.354792511574529e-05,-1.0782330931221644e-06,0.003040251482252151,0.054999791637020366,0.02023430841252146,0.04646228778103249,0.0060080067991389,0.047940874632077315,-5.740766842370369e-07,0.015971368910936642,3.0453584786976486e-06,0.031279461321908,0.017031619142374,0.033595666741430254,0.020144905402150397,0.037257325561941,0.026635574506135334,1.4141307276011583e-05,0.045993578972098374,0.03457215248327819,0.05493201789627267,0.017614130171149513,0.038602666235345175,-3.365651444589088e-05,-2.9502767292060173e-05,0.07069637122958213,0.010141018756426033,-5.893871004971507e-05,0.016037967088766394
D-ribofuranose 5-phosphate,0.028487924576460037,0.0023577866636742,0.0378099448786848,0.0006524761636734,0.0031861573071324725,0.000756488896209,0.0040171147422459,0.0011351169981758166,0.005767141149729213,0.0012064252425823647,0.0005377678194078768,0.003435273203846039,0.017649206053990372,0.0030836393193300095,0.0003793335714817,5.367920899163232e-06,0.0020614575240108174,0.009051293467801909,0.004916014174658358,6.066148677440045e-07,7.389400278917609e-07,0.026550327943674908,0.03625849959386293,0.006229657317641009,0.004424587745718259,0.013959751472223078,0.007764445571385462,0.0118354403150256,0.00016580181376270087,0.0163611123259137,4.039149325781812e-05,0.04161010506962151,0.01866200172058188,0.04179820838916133,0.0022331068053603005,9.286978541165174e-05,2.022123975795872e-05,0.014659650347547593,0.023572287012948244,0.02101805323513762,6.956611859136394e-07,0.005791559899571042,0.025731874629465384,1.6410410132758194e-06,0.00017586697128836636,0.027801824717634604,0.0013676227658006002,0.0016543167531190756,0.001821819903712372,0.0033682871252564855,3.5220210944789717e-07,0.021784855018004527,2.3623713135262633e-06,0.00199719757910119,3.772243744014641e-05,1.7223357317412298e-06,0.0015205883497559493,0.027501873325461036,0.010117470979917043,0.025067806363685708,0.0034090447777727,0.023972992292979885,1.0603128290662957e-06,0.008497141586588586,2.2945843388695197e-06,0.015640230796513603,0.008515809571187,0.016797986833044634,0.010078894277371383,0.0186286627809705,0.01335653507759689,1.3982596347911222e-05,0.022996945773160887,0.01729083669721171,0.02748602188915443,0.008851352920269033,0.01941251029844264,3.505472982445483e-05,3.164590472811538e-05,0.03541849602157706,0.0050706989529713045,0.00014594592480927278,0.008049209620049706
D-ribose 5-phosphate,0.028484649781965996,0.0012801203930201002,0.037699971955788704,0.0005061186991181001,0.0031851181209500007,0.0007560978079778,0.0039146600689386,0.0011344749172241,0.0057667620387254,0.0012057000455266004,0.0005369969049811999,0.0034349684405474,0.017648801360646598,0.0030826942226881,0.00023734108648230002,5.2481064664999105e-06,0.0020609555086912,0.009050489646288101,0.0049153381261427005,1.2284036659995345e-07,2.497258802030582e-07,0.0265245429151159,0.0362504969695177,0.0062295413563128,0.0044245877457182,0.013947637186589205,0.007744438730091101,0.0118354403150255,0.00015755010874720504,0.0163519957841319,1.4286358573018793e-06,0.009343915720175497,0.0186618927502354,0.0412641547407744,0.0022328727680059,4.5140817626804143e-05,2.0114550916469424e-05,0.014651138103782303,0.0233107410660546,0.0210103336084719,2.348177923550795e-07,0.0057904651577679,0.025730497782486397,3.9802109282504355e-07,0.0001749211231056,0.027525850723329602,0.0012250171911437,0.0016537285653682998,0.0018210993248593,0.0033668657440804996,1.0514850159668021e-07,0.0217823899213246,5.218238916607285e-07,0.0019960790412879,3.718747587180002e-05,3.9120257720565387e-07,0.0015203801398042,0.027500726123825106,0.0101172597974795,0.0213964475418604,0.0034085623024060485,0.023971504163808097,2.8276638444125514e-07,0.007474526081631801,1.7743572890971393e-06,0.0156400006141538,0.008515809571187,0.0167978841092097,0.0100745983883423,0.0186286627809705,0.013317848454051201,3.674032782905343e-07,0.022996841030189098,0.0172876630601633,0.027472678519410203,0.0088218264901556,0.019408811349648402,4.6438345090030544e-07,7.116658411841521e-07,0.035408433930844405,0.0050705710446623,4.2937768168883204e-05,0.008029058902938698
D-ribulose 5-phosphate,-0.046646857003320635,-0.002032969085658053,-0.07162518862163841,-0.0037110255901654,0.0006992344420520035,0.01046050733598039,-0.005295585483274317,0.0008873390698133001,-0.0049604483023889,-0.000938029363316337,0.0034472336739319086,-0.006870301482923035,-0.03328064943242687,-0.005811177679516007,-0.0003160591507003999,-1.0723328585466804e-05,0.0018332428741109899,-0.002563988929914069,-0.008038637613974239,0.00035787114792883444,0.01283683154883536,-0.0520953232908652,-0.07250847614855699,-0.012548412047564322,-0.005624571907321,-0.025857201276648104,-0.0142653611244285,-0.0211161952036361,0.0008606571813639247,-0.03197491610622615,0.004691184423895984,-0.05095315171961747,-0.0373233523956265,-0.08178783794860245,-0.0020191341701646997,-0.0002929443334650304,0.0005088946204943669,-0.028568344702864203,-0.045749223437823644,-0.040121153775824064,8.74525291344979e-05,-0.001513718953411759,-0.054109586545360536,-1.7586804327185003e-06,-0.0003504240231352849,-0.0545012607541636,-0.0022969434558782332,-0.0033078012506622604,-0.0036426835495047983,-0.006734959775182131,0.010194035838677663,-0.042771878611247774,-0.0013539204894232292,-0.005665275308403767,0.00021597078260502832,0.018378013314747983,-0.0020644768446942,-0.03994633830410814,-0.0127667087556112,0.07659182943590241,-0.006328543293267153,-0.0479441235717787,-1.0819665927955214e-06,-0.0149887478753475,-1.5015482796865154e-06,-0.0308017945114363,-0.0157045584380758,-0.02898215582088509,-0.016210165205753295,-0.037257325561941,-0.026137109677818612,0.0020195418849297993,-0.04596116157267212,-0.0307416001397475,-0.05473736677696675,-0.014853988445110825,-0.03868010319727168,0.0009379090835144191,0.0019226382341800943,-0.07063611844463127,-0.004640410867128169,0.0007830933437845574,-0.015476657699294401
"D-sedoheptulose 1,7-bisphosphate",-0.0569735853212814,-0.0031255814374022,-0.0754001795989932,-0.0008625114657212,-0.006371230870609,-0.001194873219862,-0.0078293331166582,-0.0022697713545344,-0.0115338400587994,-0.0024120855949372,-0.0010744542379714,-0.006870546407692,-0.0351348212702816,-0.0061659252359178,-0.0002834927973286,-1.073584179832651e-05,-0.0039329082810066,-0.0181013323781482,-0.009830880520399,-5.156716475245628e-07,-4.718454688324924e-07,-0.0530490858302316,-0.0725165837311034,-0.0124588520782564,-0.0086986312415396,-0.0277762476596582,-0.0155288911427708,-0.0236708806300512,-0.0002920837479894,-0.0327217969175822,-2.0911454806392596e-06,-0.018687490143181,-0.0373235703363194,-0.0824396047391318,-0.0036700138941166,-0.00018522240227414848,-4.706620695904565e-07,-0.0293087930098716,-0.0466212575246572,-0.0420356773296314,-4.45308068969425e-07,-0.0115818229689106,-0.0514619264428556,-1.6651774415775864e-06,-0.0003502649002642,-0.0550517587863912,-0.0024499289458112,-0.0033076913526026,-0.0036425874198738,-0.0067349220647904,-2.8287592067368953e-07,-0.0435675965194546,-2.6011692181323943e-06,-0.003993296288873,-7.445399933225603e-05,-1.8534723652847783e-06,-0.003040775694149,-0.0550021440650022,-0.020234941959834,-0.0427934927519968,-0.0061775786152976,-0.0479439907794972,-9.742062928450935e-07,-0.0149487567336488,-2.542002379176895e-06,-0.0312800479963856,-0.017031619142374,-0.033595565264441,-0.0201572524757368,-0.037257325561941,-0.0266354521041682,-5.298787850749961e-07,-0.0459934758838186,-0.0345816733944234,-0.0549715271937216,-0.0176433079096188,-0.0386839058117154,-6.958958098129451e-05,-6.250492569628942e-05,-0.070710794621193,-0.0101408954235276,-5.2822069135829e-05,-0.0160984192400994
D-sedoheptulose 7-phosphate,-0.20116914680626446,-0.013353802017150907,-0.24049117840670042,-0.0048540903078984005,-0.0566324187090093,-0.0440930962991836,-0.031022268501610096,-0.031082456743742,-0.0495535665973059,-0.058547709993498606,-0.0450378971278204,-0.02061190499502171,-0.111263678323268,-0.0193771464360108,-0.0022714223253620996,-0.05448034714033611,-0.0246247912695971,-0.08858775851039721,-0.03318166290864026,-0.0031914806864153365,-0.025678504394864465,-0.16125783194036158,-0.21752126584508613,-0.03784241691404082,-0.0397349760489493,-0.23374498889683848,-0.04906459744906879,-0.07627571151040712,-0.1659410471566563,-0.09998802640572092,-0.009996842006511769,-0.18517401675066106,-0.11197311947212434,-0.2546202685077372,-0.015830681153694924,-0.0003805089235426662,-0.0011660258846372248,-0.2255864032742545,-0.1426570437545876,-0.13378614020704854,-0.000796154448439052,-0.0598227246841588,-0.15488790940464925,-8.735808674988317e-06,-0.0010539944214194752,-0.1673605762985701,-0.00822691025371735,-0.009925111771033467,-0.010930093596989007,-0.021774968283048424,-0.1284245260344606,-0.13234852921095416,-1.3030778141906024e-05,-0.012813215632551216,-0.013017459009310034,-0.03676923331463461,-0.0112555218466531,-0.2700998025259313,-0.075641063726647,-0.38992194717522294,-3.069710339288073,-0.14383652700602068,-0.0006655101478975733,-0.05132522682384193,-0.8033133847478778,-0.09566919648568512,-0.32594747197206453,-0.11791712623438427,-0.06974460448363676,-0.11178557404061593,-0.08198229454939795,-0.004179139748193699,-0.13838994087859946,-0.11295651374092663,-0.16613101714407966,-0.05863041046068914,-0.11640263957854119,-0.01967767984915161,-0.004033198882684194,-0.2127072641101643,-0.04170641198896888,-0.0025064305058931594,-0.04944163604715941
