,Aut Control 01,Aut Control 02,Aut Control 03,Aut Control 04,Aut Control 05,Aut Control 06,Aut Control 07,Aut Control 08,Aut Control 09,Aut Control 10,Aut Control 11,Aut Control 12,Aut Control 13,Aut Control 14,Aut Control 15,Aut Control 16,Aut Control 17,Aut Control 18,Aut Control 19,Aut Control 20,Aut Control 21,Aut Control 45,Aut Control 46,Aut Control 47,Aut Control 48,Aut Control 49,Aut Control 50,Aut Control 51,Aut Control 52,Aut Control 53,Aut Control 54,Aut Control 55,Aut Control 56,Aut Control 57,Aut Control 58,Aut Control 59,Aut Control 60,Aut Control 61,Aut Control 62,Aut Control 63,Autism 22,Autism 23,Autism 24,Autism 25,Autism 26,Autism 27,Autism 28,Autism 29,Autism 30,Autism 31,Autism 32,Autism 33,Autism 34,Autism 35,Autism 36,Autism 37,Autism 38,Autism 39,Autism 40,Autism 41,Autism 42,Autism 43,Autism 44,Autism 64,Autism 65,Autism 66,Autism 67,Autism 68,Autism 69,Autism 70,Autism 71,Autism 72,Autism 73,Autism 74,Autism 75,Autism 76,Autism 77,Autism 78,Autism 79,Autism 80,Autism 81,Autism 82,Autism 83
ppGpp,0.0336606327142989,0.0035244168153947,0.0403689366250205,0.004051610099155,0.0067237947313048,0.0073103959415688,0.0057300032111477,0.0027152093359951,0.0091520374082514,0.0027430004395892,0.0031412042320152,0.0034361801493008,0.0186157276881397,0.0032628466230835,0.0005538902227356,0.0001832221509306,0.0050398139165699,0.0183457018427181,0.0058133216955363,0.0001805065328318,0.0064201540753741,0.027106250011358,0.0362583946356618,0.0064652392446692,0.0062640231133498,0.0151589683213082,0.00842091004118,0.0132261238232623,0.000774532493392,0.0167298329933985,0.0027092977057199,0.041629768134606,0.0186618927502354,0.0424362189049232,0.0033022544086091,0.0002527005463713,0.0002970629198036,0.0150753175225544,0.0241387892684743,0.0220239415908535,0.0005078817587862,0.0108279760246963,0.0283821563207618,4.142050952664699e-06,0.0001775373309998,0.0275274067920386,0.0015158687034173,0.0016553303155511,0.0018231539257291,0.0033713699060757,0.0053325864428904,0.0221890319359366,0.0013576493754235,0.0042460381363606,0.0001838250964539,0.009194516009425,0.0020989586549644,0.0350320338960225,0.0138520970455838,0.0871562139868914,0.0035298842615623,0.0239759253611976,2.4895630621262506e-06,0.0092962827792475,1.7743572891092008e-06,0.0163410225904433,0.0093922095524909,0.0193844304095666,0.0122563895045258,0.018634074639048,0.0135510810690663,0.0010651377800891,0.0230128934427906,0.0201178688017094,0.0282069627220618,0.0102603354768351,0.0194151270678845,0.0006629591632384,0.0010361111513194,0.0355196566776179,0.0080241075127892,0.0007293717582276,0.00836086586603
pppGpp,-0.0336606327142989,-0.0035244168153947,-0.0403689366250205,-0.004051610099155,-0.0067237947313048,-0.0073103959415688,-0.0057300032111477,-0.0027152093359951,-0.0091520374082514,-0.0027430004395892,-0.0031412042320152,-0.0034361801493008,-0.0186157276881397,-0.0032628466230835,-0.0005538902227356,-0.0001832221509306,-0.0050398139165699,-0.0183457018427181,-0.0058133216955363,-0.0001805065328318,-0.0064201540753741,-0.027106250011358,-0.0362583946356618,-0.0064652392446692,-0.0062640231133498,-0.0151589683213082,-0.00842091004118,-0.0132261238232623,-0.000774532493392,-0.0167298329933985,-0.0027092977057199,-0.041629768134606,-0.0186618927502354,-0.0424362189049232,-0.0033022544086091,-0.0002527005463713,-0.0002970629198036,-0.0150753175225544,-0.0241387892684743,-0.0220239415908535,-0.0005078817587862,-0.0108279760246963,-0.0283821563207618,-4.142050952664699e-06,-0.0001775373309998,-0.0275274067920386,-0.0015158687034173,-0.0016553303155511,-0.0018231539257291,-0.0033713699060757,-0.0053325864428904,-0.0221890319359366,-0.0013576493754235,-0.0042460381363606,-0.0001838250964539,-0.009194516009425,-0.0020989586549644,-0.0350320338960225,-0.0138520970455838,-0.0871562139868914,-0.0035298842615623,-0.0239759253611976,-2.4895630621262506e-06,-0.0092962827792475,-1.7743572891092008e-06,-0.0163410225904433,-0.0093922095524909,-0.0193844304095666,-0.0122563895045258,-0.018634074639048,-0.0135510810690663,-0.0010651377800891,-0.0230128934427906,-0.0201178688017094,-0.0282069627220618,-0.0102603354768351,-0.0194151270678845,-0.0006629591632384,-0.0010361111513194,-0.0355196566776179,-0.0080241075127892,-0.0007293717582276,-0.00836086586603
precorrin-6A,0.0569681941763618,0.0022798141160384,0.0753994740208362,0.0008622843392654,0.006369704370935,0.0011945322762994,0.0078288288776724,0.0022687211495298,0.0115333044306352,0.0024111217345356,0.0010734607829358,0.0068699368810948,0.0351344871942478,0.0061647211257228,0.0002830366717966,1.0496212933006348e-05,0.0039324189240882,0.0181003598194294,0.0098301086256542,0.0,0.0,0.0530490858302316,0.072500788398815,0.0124588520782564,0.0086986312415396,0.0277520190883906,0.0154888774601824,0.0236708806300512,0.000275871520509,0.0327037791237554,2.0911454806392596e-06,0.018687490143181,0.0373235703363194,0.0824279506375286,0.0036697512293996,9.002726651695623e-05,4.706620695904565e-07,0.0293022762075646,0.0466212575246572,0.042020455720076,0.0,0.0115802927372208,0.0514600979055728,0.0,0.0003491169260896,0.055051107602772,0.0024495266942814,0.0033069917050112,0.0036416795844388,0.0067329194219142,0.0,0.0435637452059764,0.0,0.0039916192163758,7.388411890961182e-05,0.0,0.0030405598880054,0.0550006623785096,0.020234519594959,0.0427923880960114,0.006177190432335,0.047942026281692,0.0,0.0149487567336488,2.542002379176895e-06,0.0312797947456144,0.017031619142374,0.033595565264441,0.0201489332516766,0.037257325561941,0.0266354521041682,5.298787850749961e-07,0.0459934758838186,0.0345753261203266,0.0549451029737234,0.0176433079096188,0.0386767152454256,6.73892593841218e-07,1.0380297149594622e-06,0.0706909764228328,0.0101408954235276,1.6511168329455622e-06,0.0160581178058774
precorrin-6B,-0.0569681941763618,-0.0022798141160384,-0.0753994740208362,-0.0008622843392654,-0.006369704370935,-0.0011945322762994,-0.0078288288776724,-0.0022687211495298,-0.0115333044306352,-0.0024111217345356,-0.0010734607829358,-0.0068699368810948,-0.0351344871942478,-0.0061647211257228,-0.0002830366717966,-1.0496212933006348e-05,-0.0039324189240882,-0.0181003598194294,-0.0098301086256542,0.0,0.0,-0.0530490858302316,-0.072500788398815,-0.0124588520782564,-0.0086986312415396,-0.0277520190883906,-0.0154888774601824,-0.0236708806300512,-0.000275871520509,-0.0327037791237554,-2.0911454806392596e-06,-0.018687490143181,-0.0373235703363194,-0.0824279506375286,-0.0036697512293996,-9.002726651695623e-05,-4.706620695904565e-07,-0.0293022762075646,-0.0466212575246572,-0.042020455720076,0.0,-0.0115802927372208,-0.0514600979055728,0.0,-0.0003491169260896,-0.055051107602772,-0.0024495266942814,-0.0033069917050112,-0.0036416795844388,-0.0067329194219142,0.0,-0.0435637452059764,0.0,-0.0039916192163758,-7.388411890961182e-05,0.0,-0.0030405598880054,-0.0550006623785096,-0.020234519594959,-0.0427923880960114,-0.006177190432335,-0.047942026281692,0.0,-0.0149487567336488,-2.542002379176895e-06,-0.0312797947456144,-0.017031619142374,-0.033595565264441,-0.0201489332516766,-0.037257325561941,-0.0266354521041682,-5.298787850749961e-07,-0.0459934758838186,-0.0345753261203266,-0.0549451029737234,-0.0176433079096188,-0.0386767152454256,-6.73892593841218e-07,-1.0380297149594622e-06,-0.0706909764228328,-0.0101408954235276,-1.6511168329455622e-06,-0.0160581178058774
prenol,-0.0284840970881809,-0.0011399070580192,-0.0376997370104181,-0.0004311421696327,-0.0031848521854675,-0.0005972661381497,-0.0039144144388362,-0.0011343605747649,-0.0057666522153176,-0.0012055608672678,-0.0005367303914679,-0.0034349684405474,-0.0175672435971239,-0.0030823605628614,-0.0001415183358983,-5.248106466503174e-06,-0.0019662094620441,-0.0090501799097147,-0.0049150543128271,0.0,0.0,-0.0265245429151158,-0.0362503941994075,-0.0062294260391282,-0.0043493156207698,-0.0138760095441953,-0.0077444387300912,-0.0118354403150256,-0.0001379357602545,-0.0163518895618777,-1.0455727403196298e-06,-0.0093437450715905,-0.0186617851681597,-0.0412139753187643,-0.0018348756146998,-4.501363325847812e-05,-2.3533103479522825e-07,-0.0146511381037823,-0.0233106287623286,-0.021010227860038,0.0,-0.0057901463686104,-0.0257300489527864,0.0,-0.0001745584630448,-0.027525553801386,-0.0012247633471407,-0.0016534958525056,-0.0018208397922194,-0.0033664597109571,0.0,-0.0217818726029882,0.0,-0.0019958096081879,-3.694205945480591e-05,0.0,-0.0015202799440027,-0.0275003311892548,-0.0101172597974795,-0.0213961940480057,-0.0030885952161675,-0.023971013140846,0.0,-0.0074743783668244,-1.2710011895884475e-06,-0.0156398973728072,-0.008515809571187,-0.0167977826322205,-0.0100744666258383,-0.0186286627809705,-0.0133177260520841,-2.6493939253749805e-07,-0.0229967379419093,-0.0172876630601633,-0.0274725514868617,-0.0088216539548094,-0.0193383576227128,-3.36946296920609e-07,-5.190148574797311e-07,-0.0353454882114164,-0.0050704477117638,-8.255584164727811e-07,-0.0080290589029387
prenyl diphosphate,-0.08931230584078109,-0.006209124310345201,-0.1163340596728788,-0.008223397194530099,-0.0189113193225122,-0.0092219138516186,-0.0130365552823062,-0.010590711000926099,-0.0181019586062965,-0.023732762623269,-0.015131297000296902,-0.0103071193504388,-0.053516247507876605,-0.0093190581200161,-0.0012487740974264,-0.022008942414347102,-0.0063040916917558995,-0.0302664136616144,-0.014789371211606499,-0.0009909052003275,-2.2819703705229706e-06,-0.0796983195081945,-0.10876796640689651,-0.019170652147633,-0.016286256885084602,-0.10051154946458049,-0.023343335343121198,-0.0356584730880694,-0.0655871228272525,-0.0492267701901707,-0.0004718121067410196,-0.060339626036329405,-0.055986056250297504,-0.12574291200472631,-0.0066260476132616,-0.0005524305307658781,-8.581945181364581e-05,-0.09847608158851709,-0.0701946146600749,-0.0646486017742126,-0.000618841413067,-0.0193523137103859,-0.0826924710573864,-7.3332351492363475e-06,-0.0005287963666971999,-0.08257971292180169,-0.0038184756547579002,-0.004963622988551001,-0.0054665413202172,-0.0107346705789402,-0.0434292810443339,-0.0653823127332491,-0.0027140245634372003,-0.010130370329687301,-0.004997806906153205,-8.165449487963598e-06,-0.0047416986138348,-0.112498697645934,-0.0303532402906379,-0.0686090303702806,-1.2299123993882044,-0.0719216973393314,-0.00026834184159440003,-0.0238671770265356,-0.32132485445818515,-0.0476386023199612,-0.134597121671423,-0.0537823515123127,-0.030961443537443303,-0.0558979215145217,-0.0403503764642937,-6.709212525435969e-05,-0.0691280825495373,-0.0532202830419205,-0.0832677694216281,-0.0264959469994657,-0.0581713175368494,-0.00725201497973732,-0.00011383127956987544,-0.10623006835943419,-0.0154897282365666,-0.00038162094443427275,-0.0241500029631649
prenyl phosphate,0.0284840970881809,0.0011399070580192,0.0376997370104181,0.0004311421696327,0.0031848521854675,0.0005972661381497,0.0039144144388362,0.0011343605747649,0.0057666522153176,0.0012055608672678,0.0005367303914679,0.0034349684405474,0.0175672435971239,0.0030823605628614,0.0001415183358983,5.248106466503174e-06,0.0019662094620441,0.0090501799097147,0.0049150543128271,0.0,0.0,0.0265245429151158,0.0362503941994075,0.0062294260391282,0.0043493156207698,0.0138760095441953,0.0077444387300912,0.0118354403150256,0.0001379357602545,0.0163518895618777,1.0455727403196298e-06,0.0093437450715905,0.0186617851681597,0.0412139753187643,0.0018348756146998,4.501363325847812e-05,2.3533103479522825e-07,0.0146511381037823,0.0233106287623286,0.021010227860038,0.0,0.0057901463686104,0.0257300489527864,0.0,0.0001745584630448,0.027525553801386,0.0012247633471407,0.0016534958525056,0.0018208397922194,0.0033664597109571,0.0,0.0217818726029882,0.0,0.0019958096081879,3.694205945480591e-05,0.0,0.0015202799440027,0.0275003311892548,0.0101172597974795,0.0213961940480057,0.0030885952161675,0.023971013140846,0.0,0.0074743783668244,1.2710011895884475e-06,0.0156398973728072,0.008515809571187,0.0167977826322205,0.0100744666258383,0.0186286627809705,0.0133177260520841,2.6493939253749805e-07,0.0229967379419093,0.0172876630601633,0.0274725514868617,0.0088216539548094,0.0193383576227128,3.36946296920609e-07,5.190148574797311e-07,0.0353454882114164,0.0050704477117638,8.255584164727811e-07,0.0080290589029387
prenylated FMNH2,0.0284840970881809,0.0011399070580192,0.0376997370104181,0.0004311421696327,0.0031848521854675,0.0005972661381497,0.0039144144388362,0.0011343605747649,0.0057666522153176,0.0012055608672678,0.0005367303914679,0.0034349684405474,0.0175672435971239,0.0030823605628614,0.0001415183358983,5.248106466503174e-06,0.0019662094620441,0.0090501799097147,0.0049150543128271,0.0,0.0,0.0265245429151158,0.0362503941994075,0.0062294260391282,0.0043493156207698,0.0138760095441953,0.0077444387300912,0.0118354403150256,0.0001379357602545,0.0163518895618777,1.0455727403196298e-06,0.0093437450715905,0.0186617851681597,0.0412139753187643,0.0018348756146998,4.501363325847812e-05,2.3533103479522825e-07,0.0146511381037823,0.0233106287623286,0.021010227860038,0.0,0.0057901463686104,0.0257300489527864,0.0,0.0001745584630448,0.027525553801386,0.0012247633471407,0.0016534958525056,0.0018208397922194,0.0033664597109571,0.0,0.0217818726029882,0.0,0.0019958096081879,3.694205945480591e-05,0.0,0.0015202799440027,0.0275003311892548,0.0101172597974795,0.0213961940480057,0.0030885952161675,0.023971013140846,0.0,0.0074743783668244,1.2710011895884475e-06,0.0156398973728072,0.008515809571187,0.0167977826322205,0.0100744666258383,0.0186286627809705,0.0133177260520841,2.6493939253749805e-07,0.0229967379419093,0.0172876630601633,0.0274725514868617,0.0088216539548094,0.0193383576227128,3.36946296920609e-07,5.190148574797311e-07,0.0353454882114164,0.0050704477117638,8.255584164727811e-07,0.0080290589029387
prephenate,7.114867292969646e-07,0.0002802225264848,0.0008753038439133999,0.001168521822647,3.2498861959555693e-07,0.0003076156662554886,2.6820279075231337e-07,2.2868491839407343e-07,2.196468153489913e-07,2.7835651742896097e-07,3.1124059299847805e-07,0.0,8.518535718658507e-05,3.88287902873728e-07,0.0014191492073439,0.0,2.7489789488090896e-07,3.5498105194262344e-07,3.2008379846158203e-07,2.45680733273e-07,2.700273001263146e-07,0.0,1.1479759393523049e-06,1.2736421790437128e-06,0.00015054424989691876,0.0001432552847878811,0.0,0.0,4.053389053313048e-05,1.1798257093519802e-06,4.348499706197028e-06,1.9193404470781247e-06,1.1945089986393646e-06,4.432985798799906e-05,0.0011938891374914443,1.4327523548048238e-06,4.0716860244627595e-05,0.0,1.2577474581215577e-06,1.1878204062407702e-06,2.540174162840272e-07,3.824484551198443e-07,5.291927237103135e-07,4.706198540766744e-07,4.160074814264553e-07,0.0022030969259564,2.6876862063390407e-07,2.654215445861207e-07,3.0099892135099877e-07,4.88496694064713e-07,2.1029700325533557e-07,6.488605121510916e-07,6.284972684414423e-07,3.319782751900562e-07,2.718330596293248e-07,4.6868115519310116e-07,2.0039160300101882e-07,4.615359703498256e-07,0.0,3.010330110961363e-07,0.000488946304316,5.778173113209342e-07,3.274008448911292e-07,1.6514842329791836e-06,5.671884696644811e-06,2.064826931818567e-07,0.0,1.1262216473867199e-06,1.4855035032162896e-06,0.0,0.0003098601942668946,1.1572193728855656e-06,1.147208613304159e-06,0.0,1.4311756060443517e-06,1.9268564218139473e-06,0.0001417367790664439,1.4423289004878128e-06,2.1842801215385963e-06,4.930735549908107e-05,1.3932651674492155e-06,3.3247001711285326e-06,0.0
presqualene diphosphate,0.0284840970881809,0.0011399070580192,0.0378091164990603,0.0005771815455675,0.0031848521854675,0.0005972661381497,0.0039144144388362,0.0011343605747649,0.0057666522153176,0.0012055608672678,0.0005367303914679,0.0034349684405474,0.0175672435971239,0.0030823605628614,0.0002830366717966,5.248106466503174e-06,0.0019662094620441,0.0090501799097147,0.0049150543128271,0.0,0.0,0.0265245429151158,0.036250499157608605,0.006229542000456412,0.0043493156207698,0.0138760095441953,0.0077444387300912,0.0118354403150256,0.00013808135152985912,0.016351997206746113,1.4454865347234443e-06,0.00934392099592702,0.0186618941385062,0.04121407575738836,0.0018348756146998,4.514503316469257e-05,3.4201987626315494e-07,0.0146511381037823,0.02331074386686369,0.021010336681926034,0.0,0.0057901463686104,0.0257300489527864,0.0,0.0001745584630448,0.027800900077651,0.0012247633471407,0.0016534958525056,0.0018208397922194,0.0033664597109571,0.0,0.0217818726029882,0.0,0.0019958096081879,3.694205945480591e-05,0.0,0.0015202799440027,0.0275003311892548,0.0101172597974795,0.0213961940480057,0.0030885952161675,0.023971013140846,0.0,0.007474529409300724,1.7912282393487666e-06,0.0156398973728072,0.008515809571187,0.01679788535605549,0.01007460290283718,0.0186286627809705,0.013356412675629826,3.711678569746329e-07,0.022996842684881055,0.0172876630601633,0.0274726827466067,0.008821830111107347,0.019338461288362217,4.694484767336278e-07,7.198057538050523e-07,0.03534564120296899,0.005070575620072736,1.1316784216418317e-06,0.0080290589029387
propan-1-ol,0.0,0.0,0.0001093794886423,0.0001460393759349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001415183358983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0495820110250869e-07,1.1596132815638241e-07,0.0,0.0,0.0,0.0,1.4559127527956766e-07,1.0764486835590272e-07,3.999137944038145e-07,1.7592433650945766e-07,1.0897034645032123e-07,1.0043862413319163e-07,0.0,1.3139990621445437e-07,1.0668884146792673e-07,0.0,1.1510453504558993e-07,1.0882188806688705e-07,0.0,0.0,0.0,0.0,0.0,0.000275346276265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5104247636243096e-07,5.202270497603189e-07,0.0,0.0,1.027238349946412e-07,1.362769988899648e-07,0.0,3.868662354571239e-05,1.062284644371348e-07,1.0474297172620805e-07,0.0,1.312597450472905e-07,1.7615629792394692e-07,1.0366564940880361e-07,1.3250217981301882e-07,2.007908963253212e-07,1.529915525420708e-07,1.279083089679575e-07,3.061200051690507e-07,0.0
propan-2-ol,-0.0284844528315455,-0.0012800183212617,-0.0376998709778056,-0.0004312455772166,-0.0031850146797773,-0.0005973815583242,-0.0039145485402316,-0.0011344749172241,-0.0057667620387253,-0.0012057000455266,-0.0005368860117644,-0.0034349684405474,-0.0176098362757172,-0.0030825547068129,-0.0001416494438649,-5.248106466503174e-06,-0.0019663469109916,-0.0090503574002407,-0.0049152143547264,-1.228403666365e-07,-1.350136500631573e-07,-0.0265245429151158,-0.0362503941994075,-0.0062294260391282,-0.0044245877457182,-0.0139476371865892,-0.0077444387300912,-0.0118354403150256,-0.0001574096454018,-0.0163518895618777,-1.0455727403196298e-06,-0.0093437450715905,-0.0186617851681597,-0.0412357384932617,-0.0018349779371264,-4.501363325847812e-05,-2.0009641166997775e-05,-0.0146511381037823,-0.0233106287623286,-0.021010227860038,-1.270087081420136e-07,-0.0057903375928379,-0.0257303135491483,-2.3530992703833717e-07,-0.0001747664667855,-0.0275257171593043,-0.001224897731451,-0.0016536285632779,-0.0018209902916801,-0.0033667039593041,-1.0514850162766777e-07,-0.0217821970332442,-3.142486342207212e-07,-0.0019959755973255,-3.707797598462057e-05,-2.343405775965506e-07,-0.0015203801398042,-0.02750056195724,-0.0101172597974795,-0.0213963445645113,-0.0033330683683256,-0.0239713020495016,-1.637004224455646e-07,-0.0074743783668244,-1.2710011895884475e-06,-0.0156400006141538,-0.008515809571187,-0.0167977826322205,-0.0100744666258383,-0.0186286627809705,-0.0133177260520841,-2.6493939253749805e-07,-0.0229967379419093,-0.0172876630601633,-0.0274725514868617,-0.0088216539548094,-0.0194088113496484,-3.36946296920609e-07,-5.190148574797311e-07,-0.0353693091181657,-0.0050704477117638,-8.255584164727811e-07,-0.0080290589029387
propanoate,-0.060225026897642905,-0.00452419635799,-0.07656185778701999,-0.001402045040674,-0.0052329428703423,-0.0045105220807663,-0.009177081858886701,-0.00025740718911190005,-0.0145184178113985,0.0057860820299356006,0.0027398307324153996,-0.006870879362608399,-0.035854121497958996,-0.006311291680938299,-0.0006168469123944999,0.010630262046832394,-0.006993202370266398,-0.0273638858256929,-0.010707632044912797,0.00031421103523299686,-0.00641991107243304,-0.0535963985709116,-0.07250860509529791,-0.012453824864370558,-0.008994183722731999,0.00038877807948250326,-0.016165048917412102,-0.024985488066791704,0.03165395679712912,-0.03300550078929756,-0.002515228513249519,-0.05097268071879982,-0.03732365167998375,-0.08294928645955527,-0.0053725395146907,-0.0001413825626401227,-0.00027743044627077495,-0.0024816956221931988,-0.047449108977424624,-0.04223908154025906,-0.00019930763471242644,-0.015629829971402602,-0.051364186380778304,-3.338778454287689e-06,-0.00035152561314940006,-0.055327973880534696,-0.0027404242080608,-0.0033084769745535003,-0.0036435472694877,-0.0064236510731459015,0.016315280183528597,-0.0439595534455928,-5.143685963166733e-06,-0.0041733459165764,0.002221691966667951,-0.009193634530358511,-0.0036190313232117,-0.047536061079354,-0.0239691652668394,-0.10817935764650291,0.6034330037423614,-0.04794598613175159,0.00013000130289533366,-0.016574005919766266,0.1606559484295807,-0.031621782528471205,0.0366168273552531,-0.034497233733486996,-0.021974748294104188,-0.037262182692290896,-0.026731887419995506,-0.0010460031969492544,-0.04594100794232653,-0.036739871574577296,-0.05527870620229955,-0.019081693228023826,-0.038681781740127305,0.0029158233722712513,-0.0010241263800223911,-0.07086317547739113,-0.01296236416658927,-0.0007243737668749017,-0.0163895131930386
propanoyl phosphate,0.0673168922223494,0.0070485969829098,0.0797704236769358,0.0017922663134474,0.013446288466416,0.0137278150647814,0.0111037608644892,0.005429521521682,0.018173577571918,0.004850169809102,0.006281527285229,0.006871821844122,0.0372311316613078,0.0065246220283476,0.0007595360836905999,0.0003662296994216,0.0100791667852406,0.0366905273169158,0.0116259386083682,0.0003605354259136,0.012839862747706,0.0541443803265314,0.0725169991877258,0.012556585299543312,0.0121248386260032,0.0299981224892572,0.01684182008236,0.0263011265864858,0.0015160170178533591,0.03345988127653371,0.005039380083906608,0.08325988811788501,0.037324003441163704,0.08487263868709466,0.006279742783076,0.00019449929479128906,0.0005943392172901358,0.03010562572672,0.04827780874601869,0.04398582140935833,0.0003986536686726,0.0216546260817928,0.0514676137453832,6.822754431078642e-06,0.0003540409950504,0.0556048997460834,0.0030313515710754,0.0033100276614598,0.0036454978870996,0.0067410088470834,0.0104404886928816,0.0443748599142636,1.0500718679844568e-05,0.0043811130850276,0.0003671222769992,0.018387424017873,0.004197703150021,0.070062754340835,0.0277038109387198,0.1735664222753072,0.0070593908640354,0.0479501195705098,4.108731157703447e-06,0.018200174865012526,4.5891686777390394e-06,0.0320666620828294,0.0185005929327756,0.03840809629253419,0.02424911906637178,0.037268149278096,0.027179535385224027,0.0020932963050502742,0.04602599637152465,0.0390373785510022,0.055614085083662695,0.020521023266266047,0.03883046146706782,0.0011527011179198261,0.0020521596418300505,0.07100817299686028,0.01578607726930554,0.0013747954371235382,0.01672173173206
propanoyl-CoA,0.2544444564722734,0.011381078173344801,0.33805792753297637,0.0037395820622421003,0.023991059130259295,0.0030976428984403,0.034942749053094205,0.0066185601085229,0.051565835158649605,0.0014353844470154998,-0.0015843130266918004,0.030914715964926596,0.1581997152547342,0.027710916657095297,0.0016618721167121998,-0.010771392044811168,0.0177800898935052,0.0814228899599757,0.0442176849037572,-0.0004925593529659792,2.246704795406962e-06,0.23872055172857232,0.326253665800954,0.05601140050807579,0.0384037385004245,0.09626488581099639,0.0696996487169617,0.10651844729375361,-0.03113266266017176,0.1470910986898408,5.40160433189735e-06,0.3422214766762943,0.16795635885644078,0.3704488536068633,0.019299962927867502,0.0004047422877100526,0.0001605283579079141,0.1046379875890916,0.2097956783163301,0.18832841056271116,2.1125691420293327e-06,0.0511266116306749,0.23147488097913838,3.5729680470408555e-06,0.0015742849222728,0.24718196225180578,0.0110251544038845,0.0148835540907182,0.016389889447805003,0.0299885491917068,-0.021534578193454775,0.1960318671114652,4.680893378094477e-06,0.017951743134276103,-0.002107483143205163,3.509963177611673e-06,0.0136833210624363,0.23251094674761258,0.0910553381773155,0.2219323807028056,-0.579977072900543,0.21574352686109788,-0.00012947088182641134,0.07544924532559089,-0.1606460953219053,0.1407085596416334,0.022259352747855093,0.14967585005924922,0.09044643978865094,0.16765741030100692,0.11960728930876757,0.00010994860279144322,0.20690232233557396,0.15552248678038258,0.24725257523116273,0.07939509613284736,0.17460728819941734,-0.0034889787422914638,2.953002076425248e-06,0.31837693767657654,0.04563339140681996,8.654005227002218e-05,0.0722611185505182
propene,-0.0569878298200512,-0.004133975467989,-0.0754014893871974,-0.0011888110476048,-0.0063745762254936,-0.001307791382536,-0.008085043650047,-0.0022719080044156,-0.0115346514697162,-0.003057671815561,-0.0017585399236896,-0.006871612455412,-0.035213136510958,-0.0061682444738466,-0.0002843062228664,-0.0003662296994216,-0.0041227656807568,-0.0211516598641706,-0.0098322913279022,-1.244125520635224e-06,-1.3132486148400057e-06,-0.0530792028533952,-0.0725165837311034,-0.0124588520782564,-0.0086986312415396,-0.0277880280304132,-0.0155982969053118,-0.0236708806300512,-0.000315483929514,-0.0327217969175822,-3.964197991648824e-05,-0.018727168121823,-0.0373235703363194,-0.0825419616264626,-0.0036703089528114,-0.00019398212624213408,-4.521549496270222e-05,-0.029330169633836,-0.0466212575246572,-0.042047557455398,-1.2393573919548237e-06,-0.0115849977421492,-0.0514655532740462,-4.9908366212469324e-06,-0.0003524163681262,-0.055052923887825,-0.0024506532543454,-0.003308990380903,-0.0036443239035822,-0.0067391101509184,-0.00013344217584852883,-0.0435768127274956,-8.058071188735416e-06,-0.0039970701760658,-7.547758041360177e-05,-5.684370383883294e-06,-0.0032209038114414,-0.0550050237532726,-0.0202355973407106,-0.0427957230969554,-0.0065695614798086,-0.0479478693490194,-2.8315344572474504e-06,-0.0149761308004372,-2.542002379176895e-06,-0.031280326520621,-0.017031619142374,-0.0336139989078654,-0.0201739616350714,-0.037268149278096,-0.0266809481549402,-1.3896863719997673e-05,-0.0459934758838186,-0.0346012994071664,-0.0549928312718344,-0.0176433079096188,-0.0386893466818978,-9.266431685173046e-05,-8.713250667627919e-05,-0.0708017913098822,-0.0101541492606632,-0.0002066112397272,-0.0161201209083658
protein with a disulfide bond,-0.0284901111795842,-0.0023579049876141,-0.0382936696652375,-0.0038079531061047,-0.0031868078052293,-0.0012029773053872,-0.004195237521149,-0.0011355655733299,-0.0058323897720216,-0.0015243407776206,-0.0005382084088085,-0.0034355424310858,-0.0176493679114762,-0.0030841749282397,-0.0005534557523721,-5.475222119009219e-06,-0.0020616880479605,-0.0090517316520621,-0.0049163665660107,-8.454347427228267e-07,-9.616415490151812e-07,-0.0265843877917672,-0.0362583946356618,-0.0064166039125385,-0.0046261915460664,-0.0141196585489026,-0.0077644455713854,-0.011911000845045,-0.000182325798228,-0.0163610046810453,-0.0002299991570244,-0.041609929145285,-0.0186618927502354,-0.0417981079505373,-0.0023954898224314,-0.0002483206843873,-2.01145509164908e-05,-0.0146821550067421,-0.0235721719084132,-0.021049084121312,-0.0003092505856358,-0.0057922228833709,-0.0283802240775356,-2.3717147504011985e-06,-0.000176383804763,-0.0275267816366316,-0.0013678156836802,-0.0016546332379403,-0.0018222248858917,-0.0033691526077905,-0.0001126942985589,-0.0217864569968093,-0.0013547613873971,-0.0040526791729479,-3.7986395394469165e-05,-2.526336220236768e-06,-0.0015206954297099,-0.027502530051066,-0.0101176625561408,-0.0254408092129236,-0.0034092336073173,-0.0239738578689226,-1.4955103123408228e-06,-0.0086933369333299,-1.7743572891092008e-06,-0.0159479223455423,-0.0086577226572901,-0.0169783690963442,-0.0102107242487112,-0.0186286627809705,-0.0133178484540512,-3.247222391180344e-05,-0.0229968410301891,-0.01789001622342,-0.0278859420693848,-0.0088511767639711,-0.0194124066327933,-0.0001216633341028,-4.167723513244389e-05,-0.0354340662007649,-0.0052017678311078,-0.0001879199644751,-0.0080492096200497
