disease_name,k__Bacteria,k__Bacteria p__Firmicutes c__Bacilli o__Lactobacillales Enterococcaceae Enterococcus,k__Bacteria p__Firmicutes c__Clostridia o__Clostridiales Clostridiaceae Clostridium,k__Bacteriap__Actinobacteriac__Actinobacteriao__Actinomycetales,k__Bacteriap__Actinobacteriac__Actinobacteriao__Actinomycetales Actinomycetaceae,k__Bacteriap__Actinobacteriac__Actinobacteriao__Actinomycetales Actinomycetaceae Actinomyces,k__Bacteriap__Actinobacteriac__Actinobacteriao__Actinomycetales Corynebacteriaceae Corynebacterium,k__Bacteriap__Actinobacteriac__Actinobacteriao__Actinomycetales Micrococcaceae Rothia,k__Bacteriap__Actinobacteriac__Actinobacteriao__Actinomycetales Propionibacteriaceae,k__Bacteriap__Actinobacteriac__Actinobacteriao__Bifidobacteriales Bifidobacteriaceae Bifidobacterium,k__Bacteriap__Actinobacteriac__Actinobacteriao__Bifidobacteriales Bifidobacteriaceae Scardovia,k__Bacteriap__Actinobacteriac__Coriobacteriiao__Coriobacteriales Coriobacteriaceae,k__Bacteriap__Actinobacteriac__Coriobacteriiao__Coriobacteriales Coriobacteriaceae Adlercreutzia,k__Bacteriap__Actinobacteriac__Coriobacteriiao__Coriobacteriales Coriobacteriaceae Atopobium,k__Bacteriap__Actinobacteriac__Coriobacteriiao__Coriobacteriales Coriobacteriaceae Collinsella,k__Bacteriap__Actinobacteriac__Coriobacteriiao__Coriobacteriales Coriobacteriaceae Eggerthella,k__Bacteriap__Actinobacteriac__Coriobacteriiao__Coriobacteriales Coriobacteriaceae Slackia,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Bacteroidaceae,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Bacteroidaceae Bacteroides,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Barnesiellaceae,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Odoribacteraceae Butyricimonas,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Odoribacteraceae Odoribacter,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Paraprevotellaceae Paraprevotella,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Porphyromonadaceae,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Porphyromonadaceae Parabacteroides,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Porphyromonadaceae Porphyromonas,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Prevotellaceae Prevotella,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales Rikenellaceae,k__Bacteriap__Bacteroidetesc__Bacteroidiao__Bacteroidales S24-7,k__Bacteriap__Bacteroidetesc__Flavobacteriiao__Flavobacteriales Flavobacteriaceae Capnocytophaga,k__Bacteriap__Bacteroidetesc__Flavobacteriiao__Flavobacteriales Weeksellaceae,k__Bacteriap__Cyanobacteriac__4C0d-2o__YS2,k__Bacteriap__Cyanobacteriac__Chloroplasto__Streptophyta,k__Bacteriap__Firmicutes,k__Bacteriap__Firmicutesc__Bacilli,k__Bacteriap__Firmicutesc__Bacillio__Bacillales Bacillaceae Bacillus,k__Bacteriap__Firmicutesc__Bacillio__Bacillales Listeriaceae,k__Bacteriap__Firmicutesc__Bacillio__Gemellales Gemellaceae,k__Bacteriap__Firmicutesc__Bacillio__Lactobacillales Aerococcaceae Abiotrophia,k__Bacteriap__Firmicutesc__Bacillio__Lactobacillales Carnobacteriaceae Granulicatella,k__Bacteriap__Firmicutesc__Bacillio__Lactobacillales Lactobacillaceae Lactobacillus,k__Bacteriap__Firmicutesc__Bacillio__Lactobacillales Leuconostocaceae,k__Bacteriap__Firmicutesc__Bacillio__Lactobacillales Leuconostocaceae Leuconostoc,k__Bacteriap__Firmicutesc__Bacillio__Lactobacillales Streptococcaceae Lactococcus,k__Bacteriap__Firmicutesc__Bacillio__Lactobacillales Streptococcaceae Streptococcus,k__Bacteriap__Firmicutesc__Bacillio__Turicibacterales Turicibacteraceae Turicibacter,k__Bacteriap__Firmicutesc__Clostridia,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Christensenellaceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Christensenellaceae Christensenella,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Clostridiaceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Clostridiaceae Sarcina,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Clostridiaceae SMB53,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Eubacteriaceae Anaerofustis,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Eubacteriaceae Pseudoramibacter_Eubacterium,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Anaerostipes,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Blautia,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Coprococcus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Dorea,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Lachnobacterium,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Lachnospira,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Roseburia,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Ruminococcus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Lachnospiraceae Shuttleworthia,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Mogibacteriaceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Peptococcaceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Peptococcaceae rc4-4,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Peptostreptococcaceae Peptostreptococcus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Ruminococcaceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Ruminococcaceae Anaerotruncus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Ruminococcaceae Butyricicoccus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Ruminococcaceae Ethanoligenens,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Ruminococcaceae Faecalibacterium,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Ruminococcaceae Oscillospira,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Tissierellaceae 1-68,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Tissierellaceae Anaerococcus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Tissierellaceae Finegoldia,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Tissierellaceae Parvimonas,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Tissierellaceae Peptoniphilus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Tissierellaceae WAL_1855D,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Acidaminococcus,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Dialister,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Megamonas,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Megasphaera,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Phascolarctobacterium,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Schwartzia,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Selenomonas,k__Bacteriap__Firmicutesc__Clostridiao__Clostridiales Veillonellaceae Veillonella,k__Bacteriap__Firmicutesc__Erysipelotrichio__Erysipelotrichales Erysipelotrichaceae,k__Bacteriap__Firmicutesc__Erysipelotrichio__Erysipelotrichales Erysipelotrichaceae Bulleidia,k__Bacteriap__Firmicutesc__Erysipelotrichio__Erysipelotrichales Erysipelotrichaceae cc_115,k__Bacteriap__Firmicutesc__Erysipelotrichio__Erysipelotrichales Erysipelotrichaceae Coprobacillus,k__Bacteriap__Firmicutesc__Erysipelotrichio__Erysipelotrichales Erysipelotrichaceae Eubacterium,k__Bacteriap__Firmicutesc__Erysipelotrichio__Erysipelotrichales Erysipelotrichaceae Holdemania,k__Bacteriap__Fusobacteriac__Fusobacteriiao__Fusobacteriales Fusobacteriaceae Fusobacterium,k__Bacteriap__Fusobacteriac__Fusobacteriiao__Fusobacteriales Leptotrichiaceae Leptotrichia,k__Bacteriap__Lentisphaeraec__ Lentisphaeria o__Victivallales Victivallaceae,k__Bacteriap__Proteobacteriac__Alphaproteobacteriao__RF32,k__Bacteriap__Proteobacteriac__Alphaproteobacteriao__Rhizobiales Beijerinckiaceae,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderiales,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderiales Alcaligenaceae Sutterella,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderiales Burkholderiaceae Lautropia,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderiales Comamonadaceae Comamonas,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Burkholderiales Oxalobacteraceae Oxalobacter,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Neisseriales Neisseriaceae,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Neisseriales Neisseriaceae Eikenella,k__Bacteriap__Proteobacteriac__Betaproteobacteriao__Neisseriales Neisseriaceae Neisseria,k__Bacteriap__Proteobacteriac__Deltaproteobacteriao__Desulfovibrionales Desulfovibrionaceae,k__Bacteriap__Proteobacteriac__Deltaproteobacteriao__Desulfovibrionales Desulfovibrionaceae Bilophila,k__Bacteriap__Proteobacteriac__Epsilonproteobacteriao__Campylobacterales Campylobacteraceae Campylobacter,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteriales Enterobacteriaceae,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteriales Enterobacteriaceae Citrobacter,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteriales Enterobacteriaceae Escherichia,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Enterobacteriales Enterobacteriaceae Klebsiella,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellales Pasteurellaceae,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellales Pasteurellaceae Actinobacillus,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellales Pasteurellaceae Aggregatibacter,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pasteurellales Pasteurellaceae Haemophilus,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadales Moraxellaceae Acinetobacter,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadales Moraxellaceae Moraxella,k__Bacteriap__Proteobacteriac__Gammaproteobacteriao__Pseudomonadales Pseudomonadaceae Pseudomonas,k__Bacteriap__Synergistetesc__Synergistiao__Synergistales Dethiosulfovibrionaceae Pyramidobacter,k__Bacteriap__Synergistetesc__Synergistiao__Synergistales Dethiosulfovibrionaceae TG5,k__Bacteriap__Synergistetesc__Synergistiao__Synergistales Synergistaceae Synergistes,k__Bacteriap__Tenericutesc__Mollicuteso__Mycoplasmatales Mycoplasmataceae Mycoplasma,k__Bacteriap__TM7c__TM7-3,k__Bacteriap__TM7c__TM7-3o__,k__Bacteriap__TM7c__TM7-3o__CW040,k__Bacteriap__TM7c__TM7-3o__CW040 F16,k__Bacteriap__TM7c__TM7-3o__I025 Rs-045,k__Bacteriap__Verrucomicrobiac__Verrucomicrobiaeo__Verrucomicrobiales Verrucomicrobiaceae Akkermansia
Aut Control,-2.4236718708921345,-4.608026979519833,-3.1783625161064353,-7,-7,-3.956186461091394,-4.432523187816963,-7,-7,-1.7536648637934877,-7,-7,-3.8313458902046134,-7,-7,-4.307878483152793,-7,-7,-7,-0.2695062507083582,-2.4152661296554827,-7,-7,-4.432523187816963,-7,-1.2726313128199684,-7,-3.277271068503464,-1.6429444386364693,-7,-7,-7,-7,-7,-4.608026979519833,-7,-7,-7,-7,-7,-7,-4.307878483152793,-7,-7,-7,-3.680164850117661,-3.448301828463695,-7,-2.323101662772593,-2.6483513507408443,-7,-3.297951655930591,-7,-3.3792388395640875,-7,-7,-1.1171006411041895,-2.976282192161341,-1.732130183071109,-1.7007687362550123,-2.451416998604275,-7,-1.8180982651088289,-1.13645021215685,-1.7972098928738078,-7,-3.58843408720169,-7,-7,-7,-2.446916623976413,-4.132081455245616,-7,-7,-1.558444700425876,-1.7879481785312505,-7,-4.307878483152793,-3.6318820600763377,-7,-3.3309451072391068,-7,-7,-7,-1.3930970980890967,-7,-4.007289908997593,-3.342524464855821,-7,-7,-3.0076875723287766,-2.6389612473193367,-7,-7,-4.608026979519833,-3.956186461091394,-3.5682383535465445,-7,-7,-7,-3.680164850117661,-7,-7,-1.6270665431439666,-7,-7,-7,-7,-7,-4.608026979519833,-7,-2.2663751573536,-7,-4.21114498491204,-7,-2.3391034529742187,-7,-7,-7,-7,-4.432523187816963,-7,-7,-7,-7,-7,-7,-7,-7,-4.608026979519833,-7,-7,-7,-7
Aut Control,-7,-3.7631693725524866,-3.725401790573444,-4.502400703152628,-7,-7,-7,-4.026201073941742,-7,-1.378627007786999,-7,-7,-7,-7,-4.502400703152628,-7,-7,-7,-7,-0.6162507878984628,-7,-7,-7,-7,-7,-1.0940192323469853,-4.202061743199044,-3.1612982279101796,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-4.326770012376257,-7,-7,-3.0054293440735522,-7,-7,-7,-7,-7,-7,-7,-2.519242206528363,-7,-3.3897339691320845,-1.7498155688278387,-7,-2.6776883963928415,-3.048890408848729,-7,-7,-7,-1.0750008482220639,-2.559285461087242,-7,-7,-7,-7,-7,-2.561759990258778,-2.8702832034100534,-7,-7,-1.6639896880011422,-2.0732199658399706,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-3.549387462860447,-4.502400703152628,-7,-7,-1.1573324744675635,-3.5259144658398,-7,-7,-7,-3.236537268652623,-7,-3.549387462860447,-4.502400703152628,-7,-7,-7,-7,-1.56351489478982,-7,-7,-7,-7,-7,-3.725401790573444,-7,-4.502400703152628,-7,-0.45532252602390233,-2.194146917440418,-1.490523866876563,-7,-7,-7,-7,-3.8045368843559,-7,-7,-7,-7,-7,-7,-7,-7,-4.502400703152628,-7,-7,-7,-7
Aut Control,-2.5472897763450284,-7,-3.405029576936342,-7,-7,-7,-7,-7,-7,-2.513495419403088,-7,-3.6390339611528817,-3.6390339611528817,-7,-2.4569591518167706,-7,-7,-7,-7,-1.3619404661298602,-2.389141206399201,-4.085851646540046,-2.927981902154863,-2.293980953265466,-7,-2.629996629401042,-7,-0.1645178475014663,-2.6614796329712274,-7,-7,-7,-7,-7,-3.151821129773805,-7,-4.482998550364936,-7,-7,-7,-7,-7,-7,-7,-7,-3.241207460429633,-3.353889316946315,-7,-2.7600203350375416,-3.14183830894918,-7,-3.5064581764139935,-7,-2.979129825490869,-7,-7,-1.6312298098458973,-4.307347726291125,-1.8150014804716053,-1.838895931252025,-3.095101048677037,-7,-2.067675614919607,-1.7276827694262227,-1.9268103262489809,-3.0449403368324393,-3.939874842803185,-7,-7,-7,-1.7831824953361752,-7,-7,-7,-1.1819896085320971,-2.175750274652109,-4.307347726291125,-7,-7,-7,-4.307347726291125,-4.006758612724792,-7,-7,-1.3123014967140791,-7,-7,-7,-7,-7,-3.4428081051636124,-2.979129825490869,-4.482998550364936,-7,-4.307347726291125,-3.939874842803185,-4.085851646540046,-7,-7,-7,-7,-7,-7,-2.296791875105488,-7,-7,-7,-7,-7,-7,-7,-2.9219920424808423,-7,-4.482998550364936,-4.307347726291125,-3.2537943618064284,-7,-7,-7,-4.307347726291125,-3.338098553385922,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-4.482998550364936
Aut Control,-2.2142103611433877,-7,-2.7931851841714597,-7,-7,-7,-7,-7,-7,-1.725408152428842,-7,-3.9541891697611757,-3.2555319316454416,-7,-7,-3.214146357428838,-7,-7,-7,-0.49882182267569264,-7,-7,-2.499721577722657,-7,-7,-1.555770870990247,-7,-7,-2.3013589564100765,-7,-7,-7,-2.3691092731193018,-7,-2.1837215211684935,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-2.893848309023004,-3.025115219580493,-7,-2.122065497589738,-2.9131519182195404,-7,-2.226219069213237,-7,-1.8053582758487288,-7,-7,-1.1632398263311563,-2.583495655299947,-1.3334029451586302,-1.5012604453431295,-2.380538463966912,-7,-1.7586780188191236,-1.461818515940478,-1.188538631978927,-3.14160663041777,-7,-7,-7,-7,-1.298960714741429,-7,-7,-7,-0.6698109463483071,-1.8682171257772395,-7,-7,-7,-7,-7,-7,-7,-7,-2.051485286166341,-7,-7,-7,-7,-7,-2.4167497295854465,-2.321102610305029,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-2.4360543694203645,-7,-7,-7,-7,-7,-7,-7,-2.5313195279619554,-7,-7,-7,-3.176363722413065,-7,-7,-3.9541891697611757,-7,-2.7931851841714597,-7,-7,-7,-7,-3.6533546265873773,-7,-7,-7,-7,-7,-7,-7,-3.3012807312133594
Aut Control,-2.883349858120236,-7,-3.1595267602166595,-4.413734564634195,-7,-4.5892632135633615,-4.113267908879849,-4.5892632135633615,-7,-2.057557568738462,-7,-7,-3.323689985932469,-7,-2.962524464278465,-3.988470121499563,-7,-7,-7,-0.5167585620470704,-2.4854297697255068,-7,-2.034646030795656,-4.413734564634195,-7,-1.8106331149073527,-7,-3.4294684683624888,-1.5503493528961545,-7,-7,-7,-7,-7,-1.7282233840858456,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-2.5759965251796784,-3.151558970661152,-7,-2.3273079388276954,-2.8127737638181967,-7,-2.354154319575514,-7,-2.390913285395363,-7,-7,-1.2548931762733604,-2.745831005644759,-1.2482337762292863,-1.5223948940768814,-2.6109321329275983,-7,-1.5321462696375794,-1.3179510600242885,-1.1095100478364743,-3.1595267602166595,-3.2686533139298573,-7,-7,-7,-1.2937391850684477,-3.687651635486109,-7,-7,-0.7839933244787588,-1.6369501850044534,-7,-7,-7,-7,-7,-7,-7,-7,-1.9151713211357981,-7,-7,-7,-7,-7,-3.7456133604920168,-2.3992119524813593,-7,-7,-4.192336428472009,-3.9373645922955154,-3.715666255237802,-7,-7,-7,-7,-7,-7,-1.8885193390050892,-4.5892632135633615,-7,-7,-7,-7,-4.413734564634195,-7,-2.549545156537256,-7,-4.192336428472009,-4.413734564634195,-2.724642858426602,-7,-7,-3.9373645922955154,-7,-2.870761679376131,-7,-7,-7,-3.569602698035119,-7,-7,-7,-7,-4.5892632135633615,-7,-4.5892632135633615,-7,-1.9124313062374643
Aut Control,-4.06561915047721,-7,-2.1887465218528863,-4.162402899254628,-7,-3.7648417934558625,-7,-4.462802123818953,-7,-1.0083059377007948,-7,-3.6187859672488303,-7,-4.462802123818953,-2.0092152873720055,-3.0168614010482453,-7,-7,-4.462802123818953,-0.3960456821080718,-2.036736070812371,-2.884247717185673,-2.475047000838188,-1.6640332206067268,-7,-1.7769791401296542,-7,-3.6857026681406793,-2.2545417647143537,-7,-7,-7,-7,-7,-7,-7,-7,-7,-4.462802123818953,-7,-7,-3.9865221009820244,-7,-7,-7,-2.3241763356129286,-3.6509567632509987,-7,-1.890609385504854,-7,-7,-7,-7,-2.440800140165185,-7,-3.246504022007236,-0.9046963252990045,-2.972662107811855,-1.1986564007696832,-1.7344925006263174,-2.3903355641026676,-3.040771002871662,-2.9869011875977707,-1.5122401355502424,-1.6146433814371581,-7,-3.367053438542928,-7,-7,-7,-2.161943900857477,-3.463938172246624,-7,-7,-1.1085167301809116,-2.106124191360893,-7,-7,-7,-7,-7,-7,-7,-7,-1.6819483479910124,-7,-7,-7,-7,-7,-3.1118258780586867,-2.1706955947434516,-4.462802123818953,-4.287131277020561,-7,-4.462802123818953,-3.5344969424856783,-7,-7,-7,-7,-7,-7,-2.1887465218528863,-7,-7,-3.560816588193317,-7,-7,-4.287131277020561,-2.752232805693859,-2.6158575335823615,-7,-4.462802123818953,-7,-4.162402899254628,-7,-7,-7,-7,-3.9865221009820244,-7,-7,-7,-7,-7,-7,-7,-7,-3.3847779921837806,-7,-7,-7,-7
Aut Control,-3.0800910062144298,-4.5484271651154,-2.0210439910882063,-7,-7,-7,-7,-4.5484271651154,-7,-1.6702940115959868,-7,-3.674698593584054,-3.319425702053472,-7,-7,-3.8093225032020435,-7,-7,-7,-0.431998197033652,-7,-2.3233562005623236,-7,-7,-7,-1.866915015024557,-7,-3.572079484242773,-1.997292717866523,-7,-7,-7,-7,-7,-2.2757992049632243,-7,-7,-7,-7,-7,-4.372847995996531,-7,-7,-7,-3.9475202264383253,-2.868691913523759,-3.160736279872416,-7,-2.0134023283042204,-3.05160578426476,-4.372847995996531,-2.9318800268389946,-7,-2.3364380691376736,-7,-7,-1.0669483231332548,-2.4930468829382986,-1.3586530005340778,-1.5275354155143925,-2.1807428079308524,-7,-2.0592996182388528,-1.2572654615860945,-1.6875335788085932,-2.8967184972712197,-2.9318800268389946,-7,-7,-4.5484271651154,-1.3685494390100332,-3.620365090100403,-7,-7,-1.1251646759387415,-1.7561723880834208,-7,-7,-7,-4.372847995996531,-7,-7,-7,-7,-3.620365090100403,-7,-7,-1.6573122432132819,-7,-7,-3.9475202264383253,-2.2055660043286776,-4.5484271651154,-7,-4.5484271651154,-3.620365090100403,-3.674698593584054,-7,-7,-7,-7,-7,-7,-2.0210439910882063,-7,-7,-7,-7,-7,-7,-7,-2.535010013349231,-7,-4.5484271651154,-7,-0.9558486639309298,-7,-7,-7,-7,-2.958861136735056,-7,-7,-7,-7,-7,-7,-4.847924503957369,-7,-7,-7,-7,-7,-7
Aut Control,-3.1009150781757455,-7,-2.2814176334024747,-4.197195465581961,-7,-3.720530370208533,-7,-4.197195465581961,-7,-1.4598913058583292,-7,-3.231664108415567,-3.9544506071825785,-7,-7,-2.2920754953145845,-7,-7,-7,-1.130436455186124,-7,-4.497542119329811,-7,-7,-7,-1.9366132624261092,-7,-4.3219063020633035,-1.7196719708922714,-7,-7,-7,-2.518892164037702,-7,-7,-7,-7,-7,-4.197195465581961,-7,-7,-7,-7,-7,-4.497542119329811,-2.644584679009104,-4.100422250076695,-7,-2.2077561111406663,-2.1457572588725213,-7,-2.362179313629089,-7,-1.889312104961958,-3.720530370208533,-7,-1.3113882696711607,-2.9486429395166955,-0.7881577785285603,-1.0669026861677378,-2.1860913876403543,-4.197195465581961,-1.8930629459332533,-2.0814329482038105,-1.0641808348228239,-7,-2.669585812642553,-7,-7,-7,-0.9027524519811022,-3.9544506071825785,-7,-3.9544506071825785,-1.5137066043011285,-1.6869977872089488,-7,-7,-7,-7,-7,-7,-7,-7,-4.3219063020633035,-7,-7,-1.7799905772140756,-7,-7,-4.021332226308774,-2.2633734685960065,-7,-7,-3.623665999498051,-2.6296596483374706,-3.720530370208533,-4.3219063020633035,-4.497542119329811,-7,-2.280103604587325,-7,-7,-4.197195465581961,-7,-7,-7,-7,-7,-3.6536161817295687,-7,-2.90227810438337,-7,-1.4452541110654,-7,-0.8217134059826448,-7,-7,-4.497542119329811,-7,-4.100422250076695,-7,-7,-7,-7,-7,-7,-7,-7,-4.100422250076695,-7,-7,-7,-2.6238303514981514
Aut Control,-7,-7,-1.66601202940308,-4.685095038026006,-7,-7,-7,-3.626321763346142,-7,-2.336945888075475,-7,-7,-7,-7,-4.685095038026006,-3.0437026349514356,-7,-7,-7,-0.5150528937372809,-2.383996769392723,-7,-7,-7,-7,-1.4203827430291662,-4.685095038026006,-4.288418782713636,-2.4491450219485276,-7,-7,-7,-7,-7,-3.5730974479136193,-7,-7,-7,-7,-7,-7,-3.210011644619532,-7,-7,-7,-2.363941201159669,-7,-7,-3.202834214685848,-7,-7,-4.209378180975084,-7,-2.5169273461722854,-7,-4.385117914621897,-0.9755222136861051,-3.297951003052962,-1.0497131247803981,-1.2315964884212713,-2.7353566928525597,-7,-1.568441143036797,-1.304465200009003,-1.8844262877440392,-7,-7,-7,-7,-7,-1.5402989644310339,-7,-2.659833889533136,-7,-0.8146680356287974,-2.2188488223713168,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-1.3010603636764428,-7,-7,-3.3860676870000215,-1.900803423760356,-7,-7,-7,-4.385117914621897,-7,-7,-7,-7,-7,-7,-7,-1.8827198369818225,-7,-7,-7,-7,-7,-4.288418782713636,-7,-7,-7,-4.509705410121926,-7,-3.7575358479904395,-7,-7,-7,-7,-4.142531879458484,-7,-7,-7,-7,-7,-7,-7,-7,-4.685095038026006,-4.509705410121926,-7,-7,-4.509705410121926
Aut Control,-3.951082884813767,-7,-2.0188659696699487,-7,-7,-3.678262731967667,-7,-4.551980338423632,-7,-1.069159542690583,-7,-3.1221097833515716,-3.1384979868544933,-7,-1.5776383026924032,-3.0986317154053933,-7,-7,-4.551980338423632,-2.6266559879333222,-7,-7,-4.551980338423632,-7,-7,-3.3104042693957823,-7,-3.7751209889197765,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-4.551980338423632,-7,-7,-2.8292259010728045,-7,-7,-4.37640537864755,-1.3909656063205271,-2.4966126028389093,-7,-2.026541396063001,-3.708211167271165,-4.551980338423632,-1.963577486365682,-7,-1.0754693563843996,-7,-7,-1.2103187862436207,-2.6698493392225737,-0.9176450367259512,-0.7899156644244677,-1.851097462479112,-7,-3.173255114613116,-1.8668916155012947,-1.248393992893716,-2.968030002616703,-2.4514282751967733,-7,-7,-7,-1.6289915151905812,-7,-7,-7,-2.7789880068482886,-2.3167329760855515,-7,-4.551980338423632,-7,-7,-7,-7,-7,-7,-7,-7,-7,-2.5920930092460055,-7,-7,-4.551980338423632,-1.3141055681381995,-7,-7,-3.708211167271165,-4.075892296782267,-7,-3.623929427570498,-7,-7,-3.3359529948631828,-7,-7,-7,-7,-7,-7,-7,-7,-4.37640537864755,-7,-3.7751209889197765,-7,-4.37640537864755,-7,-0.6893759128794457,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7,-7
